rdev1_1958,rdev1_1959,rdev1_1960,rdev1_1961,rdev1_1962,rdev1_1963,rdev1_1964,rdev1_1965,rdev1_1966,rdev1_1967,rdev1_1968,rdev1_1969,rdev1_1970,rdev1_1971,rdev1_1972,rdev1_1973,rdev1_1974,rdev1_1975,rdev1_1976,rdev1_1977,rdev1_1978,rdev1_1979,rdev1_1980,rdev1_1981,rdev1_1982,rdev1_1983,rdev1_1984,rdev1_1985,rdev1_1986,rdev1_1987,rdev1_1988,rdev1_1989,rdev1_1990,rdev1_1991,rdev1_1992,rdev1_1993,rdev1_1994,rdev1_1995,rdev1_1996,rdev1_1997,rdev1_1998,rdev1_1999,rdev1_2000,rdev1_2001,rdev1_2002,rdev1_2003,rdev1_2004,rdev1_2005,rdev1_2006,rdev1_2007,rdev1_2008,rdev1_2009,rdev1_2010,rdev1_2011,rdev1_2012,rdev1_2013,rdev1_2014,rdev1_2015,rdev1_2016,rdev1_2017,rdev1_2018,rdev1_2019,rdev1_2020
-0.779288,-0.955375,-0.225725,-0.358315,-0.169732,2.94798,-1.14889,1.93909,-0.699434,-0.719949,-0.764414,0.0556772,-0.191725,0.14991,2.95793,-0.421351,1.16432,1.5079,-1.21794,1.10647,-0.0447638,0.89889,0.0448763,0.777884,0.612469,0.0112743,0.394294,1.7853,1.1028,2.26243,0.252042,0.358524,0.461889,1.79165,0.221222,-0.406556,-0.486161,-0.988515,-0.430422,-0.749281,-1.16493,-1.26165,-2.01681,0.466559,-0.389853,0.533109,-0.898367,-1.53009,-0.854158,-0.760459,-0.107071,1.00339,-0.8346,-1.11629,-0.192101,-0.652563,-0.0994514,-1.06837,-0.858315,-1.30409,0.569479,0.273643,-1.91754
-1.36319,0.389017,0.314096,-0.149499,-0.535491,2.81137,-0.108548,1.41802,-0.816007,-0.0174251,-0.591566,-0.463613,-0.525972,0.29097,2.8112,0.338893,0.116614,1.15403,-0.548208,0.865917,-0.532847,1.53226,-0.215813,0.786073,0.297452,-0.0800963,0.301846,0.619855,0.705461,2.51344,-0.897295,-0.371799,0.933459,1.70386,0.0235224,-1.19648,-0.064418,-1.26882,-0.220148,-0.673061,-0.708669,-0.535312,-0.741684,-0.525768,0.662256,-0.302971,-0.975947,-0.974877,-1.81642,-1.54887,-0.37663,1.15233,-0.588126,-1.32508,0.224281,-0.659004,-0.444729,-0.922233,-0.597002,-0.54627,0.488611,-0.183042,0.0105733
0.328768,-0.493104,0.117065,-0.842884,-0.265926,2.78145,1.53742,0.439403,-0.461421,0.0476119,-1.26805,0.461819,-1.61494,0.0594721,2.93004,0.0988489,0.144248,0.660233,-0.987256,1.58725,0.911592,0.674781,-0.949903,0.904565,0.445019,0.181384,0.0684572,0.473486,1.10572,2.48274,0.543917,0.639136,0.0940965,1.18496,0.618484,-0.682495,-1.06284,-0.790721,0.324136,-1.38191,-0.640572,-0.929206,-2.21187,0.486263,0.931652,-0.558176,-0.151406,-1.2899,-2.27407,-2.33925,-0.861205,1.13788,-0.141567,0.263658,-0.750864,-1.25512,-0.388017,-0.548193,-0.135625,-0.909677,0.264334,0.477512,-0.682405
-0.466431,0.0907441,-0.0187936,-0.25167,0.801782,3.11013,0.440854,-1.62208,0.186669,0.404687,-1.31644,-0.640907,-0.973211,-0.142064,3.15603,0.533121,0.308434,0.553213,-0.80971,1.74843,1.36229,1.18562,-0.620057,0.182364,0.794639,-0.197017,0.533021,-0.765681,1.99215,2.55733,0.0729709,-0.90758,1.25338,1.50055,-0.492733,-0.903086,-0.944309,0.00570355,-0.251362,-0.710827,-1.10434,-1.40935,-1.97998,0.350456,0.90904,-1.09929,-0.642044,-0.622991,-1.54666,-1.68575,-1.24405,0.974969,0.355611,0.33278,-1.6065,-0.431787,-1.26475,-0.398534,-0.723536,-0.457069,0.433493,0.0796623,-0.368543
-0.413937,0.357143,-0.27943,-0.317793,0.235324,3.11168,0.144993,-0.46416,0.700902,-0.82984,-1.57715,-1.10485,0.179498,-0.253704,3.04112,0.0949532,-0.977872,0.697218,0.798942,1.34477,1.19498,-0.912396,0.137824,0.661734,0.42977,0.751563,0.204807,0.81553,1.65202,2.35393,0.520125,0.51957,0.144567,1.7768,-1.05577,-1.39096,-0.939848,-0.409983,-0.358447,-1.41799,-0.210153,-1.15811,-1.99958,0.281196,0.693319,-0.468272,-0.0922855,-1.09532,-0.676737,-1.01768,-0.413049,0.619369,0.458683,-1.06927,-0.438566,-0.783295,-0.566746,-0.560576,-0.786616,-1.59809,0.280016,-0.133043,-0.291346
0.222195,-0.161837,-0.452058,-0.478375,-2.04128,3.21284,0.737648,-0.396025,-0.227987,-1.15288,-1.46342,0.039507,0.1672,0.245491,2.9204,-0.441754,0.76311,-0.230394,0.427359,1.11116,1.62843,-0.443305,-0.252645,0.615663,0.997799,-0.59021,1.02956,-0.944387,2.14181,2.12685,-0.33602,-0.699581,1.57984,1.02509,-1.10559,-0.710267,-1.00352,-1.08939,0.989484,-0.989896,-0.81124,-0.621155,-1.66612,-0.480053,0.970062,0.084062,-1.1824,-0.977165,-1.05919,-1.13199,0.189226,0.909866,0.5453,-0.31835,-0.791339,-0.873784,-0.0582764,-0.423601,-0.372105,-0.531945,0.721734,0.219328,-0.780485
0.301747,-0.303211,0.61339,-0.48694,-0.949008,2.89156,-0.131698,1.40582,0.202591,-0.581978,-0.277586,-0.583954,-0.941049,0.072809,2.54064,0.747472,1.71401,1.22073,-0.734871,1.36896,-0.235042,1.18889,-0.122818,-0.440445,-0.35931,0.79012,0.036584,0.567772,1.58702,2.05971,-0.237723,-0.360223,1.82517,0.485414,-0.218998,-0.951987,-1.02847,-1.33373,-0.277112,-1.21771,-0.436206,-0.814661,-1.76135,0.337897,0.182532,-0.153817,-0.362644,-1.87058,-2.01,-1.73176,-0.476739,0.762529,0.124295,-0.421832,-0.581449,-0.25059,-0.198275,-1.22992,-0.999244,-0.399129,0.542536,-0.171647,0.858324
0.495863,-0.394939,-0.391344,-0.284055,-1.24739,3.21669,-0.162819,0.464542,-0.0579613,-0.621398,-0.665368,-0.855714,0.839885,0.164824,2.59322,1.32455,0.504637,1.66297,-0.646056,0.75746,1.34134,0.598206,-1.08052,-0.421553,1.09992,-0.220829,-0.72479,-0.519031,2.19157,2.14676,-0.0144615,-0.929112,1.48112,0.743193,-0.184778,-0.709344,-1.13817,0.382035,-0.768664,-0.834438,-0.204145,-1.55967,-0.851491,0.124753,0.517919,-0.543051,-0.449354,-1.32324,-0.531534,-1.55779,-0.165095,0.490693,0.808739,-0.862337,-0.81423,-1.11549,-0.297906,-0.876375,-0.617181,-1.60213,1.08923,-0.529335,-0.332238
0.225679,0.176857,0.021215,-1.14483,0.534466,2.98851,-0.295319,-0.166907,-0.270837,-0.579661,-0.242196,-0.408082,-0.151613,-0.0230532,2.85111,1.13905,-0.275222,0.833359,0.811297,0.0147581,1.39554,0.423657,1.00967,-0.661264,0.949779,-0.225039,-1.30201,0.964384,1.92055,2.20936,-1.27433,0.216389,1.4968,0.280508,-0.47314,-0.338742,0.0978215,-0.654565,-0.380074,-0.99468,-1.03188,-1.11957,-0.998794,-0.359587,1.02148,-0.684963,-0.728535,-0.910121,-1.30212,-1.11088,-0.771322,1.23449,-1.09449,-0.30251,-1.3026,-0.489125,-0.264123,-1.31828,-0.338849,-0.390352,0.772761,-0.673049,-0.698463
0.609424,-0.14798,0.341756,0.23497,-0.779085,2.78952,1.1713,0.79626,0.00789116,-0.868828,-1.6664,-0.476619,-0.709443,0.587284,2.75342,0.923865,-0.0507539,0.894482,-0.701458,-0.335683,0.470125,1.62277,0.527381,0.0949243,-0.17786,0.343853,-0.868701,1.06122,1.26533,2.37608,-0.0376307,-0.00521236,-0.0757157,1.31533,0.123669,-1.69642,-0.0184565,-1.79111,-0.432669,-0.589087,-0.541788,-1.237,-1.30576,0.371185,0.474968,-0.135574,-0.527463,-0.805246,-1.12911,-0.834425,-0.526567,0.670322,0.399176,0.258182,-1.5784,0.433666,-0.889979,-1.03827,-0.591695,0.0960038,0.192846,-1.45192,-1.61811
-0.980504,-0.272579,-0.324752,0.531877,-0.699064,2.99764,-0.744799,0.457499,1.05387,-0.708103,-0.536038,-0.817517,-0.0660559,-0.0781795,2.43012,1.44909,-0.411184,0.454946,0.898372,1.11818,0.465458,1.01681,1.00671,0.026551,-0.0112369,-0.561201,0.57568,0.182855,1.85563,1.61408,0.0877257,1.49406,1.08029,0.986091,-0.569993,-0.0773137,-1.0837,-0.57122,0.106227,-0.83177,-1.50038,-1.78898,-1.53406,0.104878,0.651631,-0.0549511,-1.27209,-1.34063,-1.47215,-2.11676,-1.15832,1.18343,-0.185935,0.180115,-0.912798,-0.635519,-0.592089,-0.806622,-0.980612,-0.198603,0.0370051,-0.174259,0.111296
1.34864,-0.234399,0.203964,-0.159411,-0.39189,2.90898,0.770832,0.0130058,-0.194129,-2.06754,-0.96941,-0.525495,0.50232,0.466943,2.71843,0.373016,1.37009,0.259466,0.41514,-0.0379442,1.15771,0.712656,1.066,-0.130068,-0.973081,0.465729,0.433021,-0.454959,2.29195,1.88531,-1.33195,-0.743597,1.24063,1.47598,-0.619947,0.0852414,-1.84835,-0.526199,-0.382222,-1.41347,-1.00285,-1.2834,-0.566792,0.681166,0.43319,-0.572463,-0.378756,-0.664097,-1.74696,-0.843986,-0.657556,1.00899,-0.594791,-0.490338,-0.0312391,-0.181281,-0.834692,-0.735258,-0.963101,-0.805325,0.0824892,0.199256,-0.12276
-2.02486,0.731091,-0.93722,0.0157888,0.151808,3.05359,0.527823,-0.00231784,0.173983,-0.835321,-0.338379,-0.274433,-1.26677,-0.137733,2.93289,-1.53325,0.633872,1.82084,-0.189637,0.784883,-0.0772968,1.1389,-0.80621,0.920316,0.16359,0.312801,0.128982,-0.436602,2.41752,1.69756,0.331041,-0.227562,0.999585,1.37702,-0.310788,-0.270974,-0.664357,-0.682179,0.414347,-1.28281,-0.120833,-0.798725,-1.67708,0.324071,0.755887,-0.445264,-0.217337,-0.568583,-1.82368,-1.07073,-1.12327,1.41887,0.0350348,-1.29054,-1.16512,-0.0785617,-0.976873,0.255558,-0.938525,-1.53484,0.254781,0.306084,-0.518685
-0.338773,0.329866,-0.0222329,-1.62454,-0.402347,3.1942,-1.76282,0.236483,-0.595365,-0.0973041,-0.428009,-0.0531716,0.747738,-0.666113,3.01893,-0.565024,0.352106,0.00668919,-0.236398,1.58757,-0.357402,1.55333,-0.240164,0.741919,-0.142414,-0.844667,0.255355,0.789881,2.32362,1.72283,-0.160534,0.350187,0.857357,1.70225,-1.33258,-0.0713125,-0.956246,-0.733357,0.464875,-0.483841,-1.14964,-0.877772,-1.32007,0.252163,0.848048,-0.616449,-0.794028,-0.949005,-0.964777,-1.55231,-0.442314,1.22196,0.546372,-0.651751,-1.63689,-1.61104,-0.568822,-0.227753,-0.455984,-0.732153,-0.0158988,1.12543,0.359027
-0.380942,-0.953523,-0.823726,0.152696,-0.35898,3.01686,-0.800519,0.0462815,-1.32399,0.483074,-0.526178,-1.33732,-0.445222,-0.050715,3.0315,0.961232,0.2114,0.553979,0.150817,1.39796,-0.223487,0.757307,-0.0965785,-0.461279,1.08415,-0.0110246,0.446926,-0.384943,2.43918,1.70683,-0.473227,0.28176,0.618483,1.10432,0.787199,-0.374936,-1.66346,-0.73469,0.516022,-1.50329,-0.869695,-1.31572,-1.06609,0.758957,-0.12057,0.348527,-0.621331,-0.385754,-0.740468,-1.06981,-0.561219,0.480778,1.17998,-1.23973,-0.658952,-1.51626,-0.448552,-0.589159,0.634199,-1.32184,0.219314,0.0820275,0.0894566
-0.706514,0.555649,-1.00469,0.105072,0.351363,2.9794,-0.236199,-1.01426,0.142679,-0.264351,-0.096425,0.1755,-0.67861,-0.443567,3.02943,-0.574077,0.132382,1.15658,1.17286,0.212481,1.09264,0.9781,0.0458171,-0.340849,0.673199,-0.364302,1.29798,1.43462,1.63243,1.44929,0.973821,-0.271248,1.1044,1.25175,-1.64275,-1.77353,-0.901829,-0.320394,-0.864032,-0.934141,0.0640069,-1.61222,-1.98815,1.10061,-0.0650341,-1.04773,-0.84782,-1.03602,-0.990661,-0.295904,-0.0649071,0.175926,0.521283,-1.58495,-0.955797,0.647382,-0.314088,-1.34593,-1.33643,-1.48571,0.383618,0.0342983,-0.369992
0.275406,-0.825226,0.176475,0.528715,-0.300837,2.81583,0.524748,1.01888,-0.0325825,0.149543,-0.931477,-0.414198,-0.151434,-0.619025,2.79766,0.458927,0.717771,0.601517,-0.201265,1.72939,0.608333,0.283307,0.753978,-0.495613,0.195693,-0.471764,0.329264,0.747564,1.77791,2.02329,-1.23989,0.0336577,1.5257,1.01264,0.236737,-0.654192,-1.34234,-0.744835,-0.816073,-0.620304,0.155616,-0.761742,-1.81478,-0.191542,0.557398,-0.765156,-0.509003,-1.60979,-1.60448,-1.74263,0.286986,0.895134,-0.670264,-0.209227,-1.78755,-0.708132,-0.320673,-1.9039,-0.687448,-1.48341,1.00262,-0.512394,0.768658
-0.0990332,0.746744,-0.577972,-1.30024,0.595727,2.72986,1.11822,0.756717,-0.0538227,-0.344443,-0.947496,-0.37407,-0.304411,-0.351475,2.86969,1.17065,0.250691,0.266839,-0.0627393,1.43915,0.792991,-0.458549,-0.219658,0.943261,0.664606,-0.777733,0.395769,-0.161508,2.1277,1.78361,0.0362119,-0.085163,1.09607,1.3629,-0.145383,-0.93665,-1.1937,-0.253548,-1.05917,-1.24168,-0.260281,-1.14323,-0.0713067,-0.335827,0.74761,-0.132081,-1.01021,-1.00371,-2.09234,-0.560115,-1.39154,1.21861,-0.495711,-1.15964,-0.726179,-0.392161,-1.07524,0.191021,-1.0926,-1.24172,0.408826,0.688321,-1.01528
-0.6801,-1.7177,0.434834,-0.0349674,-0.472222,3.13177,1.0793,-0.482923,-1.42823,-0.716875,-0.677846,-0.250468,0.172021,0.473003,2.67827,0.480775,1.92493,1.45813,-0.77413,0.238295,1.33408,0.795036,-0.0367922,0.755252,0.179378,-1.59238,1.00721,-0.16972,2.0257,2.024,-0.927124,1.27713,0.220201,1.43873,-0.222714,-0.842668,-0.680021,-0.35289,-1.12312,-0.338378,-1.49744,-1.07626,-0.88219,0.222741,1.03317,-0.477021,-0.667082,-1.64119,-1.26722,-1.02729,-1.12705,1.54042,-0.87366,-0.874148,-0.85312,-0.427152,-0.489412,-0.522128,-0.423007,-0.999011,0.658981,0.0602211,0.251687
0.484695,-0.40408,0.529102,-1.44562,-0.125623,3.08759,0.708276,0.313002,0.243626,-0.745652,-0.159802,0.554482,-1.04481,-0.309679,2.71763,1.04637,-0.113543,0.971671,1.59005,0.539917,0.28255,0.532515,0.589076,0.285345,0.881397,0.304449,-0.313366,-0.01062,2.06791,2.30854,-0.361431,0.771153,-0.467309,2.03649,-0.723137,-0.571825,-0.884305,-1.30215,-0.292275,-1.11077,-1.96606,-0.143727,-0.736735,0.192893,0.989867,-1.16256,-1.70893,-0.739222,-1.20414,-2.06821,-1.24271,0.391148,1.04827,-1.23684,-0.199629,-0.896118,-1.15898,-0.38445,-0.058109,-0.43627,0.394474,-0.516201,-0.54457
-0.879113,0.881231,-0.753792,-1.06428,0.0460187,3.00924,-0.984915,0.962175,-0.172219,-0.457738,0.231764,-0.162832,-0.936079,-1.69342,2.81104,1.44224,-0.922861,0.823837,1.20939,-0.0294518,1.40745,1.01868,-0.139757,0.202982,0.41919,0.197873,-0.461465,0.378331,2.12319,2.20857,0.767283,0.853671,-0.818679,1.36839,-0.95039,-0.790122,-0.355808,-0.899386,-0.270505,-0.440074,-0.431088,-0.74724,-0.551034,-0.452781,1.1882,-0.597465,-1.89144,-1.2779,-1.49373,-1.06629,0.248803,-0.089871,1.19173,-1.19285,-1.07052,-0.831719,-0.249188,-0.749707,-0.376457,-0.784594,-0.0644709,0.0641744,0.00950167
-0.469499,-0.171564,-1.4155,0.800731,-1.03617,3.09035,-0.00663192,0.679949,-0.0395475,-0.858179,-0.633581,0.28123,0.0829287,-0.704231,2.48261,2.08975,0.687718,0.635076,-0.0772546,1.38425,-0.491722,1.35279,0.451126,0.752907,-0.449152,0.0284572,0.231724,0.284054,1.45067,2.57757,-0.445175,-0.667778,-0.436069,1.93093,-0.0568033,-1.61803,-1.31772,-0.785684,0.240083,-1.0263,-1.07009,-0.952633,-1.54671,0.810002,-0.524746,0.0363367,-1.07719,-1.89854,-0.507842,-0.43306,-0.279043,0.071478,0.755532,-0.668895,-0.938973,0.044356,-0.570524,-0.0743261,-0.950637,-0.442925,0.08724,-0.460829,-0.457616
0.0673093,-0.479035,0.948876,-0.0306751,-0.0537424,2.82458,1.69621,-0.35899,-0.841972,-0.366392,0.254209,-0.308088,-0.0995254,0.994641,2.43023,1.71682,-0.517912,0.572036,-1.23207,1.61212,0.334896,1.12059,-1.10076,0.662769,0.449555,-0.207095,0.527187,-0.408086,1.7579,2.20109,-0.196612,0.577291,0.942926,0.081002,0.47992,-1.56314,-1.30166,-1.3266,0.0784139,-1.347,-1.68399,-1.04405,-0.64231,0.617964,-0.98205,0.384375,-1.6976,-1.05963,-0.779069,-1.00437,0.149112,-0.182903,0.0662497,-0.502746,0.148646,-1.16453,-0.726225,-0.86701,-0.965804,-0.675459,0.158832,0.103086,-0.287983
-0.586316,0.607956,0.219099,-1.15365,-0.0446832,2.90041,-0.530686,1.42607,0.297278,-0.57076,0.315229,-1.15316,-0.497849,0.521548,2.64222,1.61656,0.0932898,-1.12041,0.790911,1.23203,-0.514446,1.62183,-0.10475,0.4761,0.805165,0.613414,0.171282,0.246537,1.97569,2.07338,-1.29813,0.29606,1.29526,0.374022,0.654623,-0.199621,-1.06093,-2.3624,0.326382,-0.910995,-0.861954,-1.84057,-1.45778,1.04947,-0.784294,0.0288148,-0.280437,-2.3491,-1.30414,-1.24675,-0.139656,0.599993,0.531243,0.393149,-1.51043,-0.622814,-0.787509,-1.34389,-0.0107485,-1.4255,0.743401,-0.168592,-1.30076
0.591924,-0.297729,-0.13589,-1.89859,0.233389,2.92268,0.91512,1.47935,-0.978453,-0.938571,-0.454557,-0.688056,-0.177767,-0.320527,2.64391,0.0753374,2.16653,-1.01014,0.682214,1.1892,-0.444085,0.591835,0.843238,0.251402,1.01926,-1.3766,-0.086107,0.890343,1.87038,1.70823,-0.0809333,-0.0833202,1.89857,0.428038,0.149309,-1.78207,-1.77022,-0.231479,-0.157612,-0.424876,-0.920975,-1.101,-1.00554,0.782326,-0.924115,0.65432,-0.538087,-3.10166,-1.4703,-0.588806,-0.246017,0.604731,0.63394,-0.0979594,-1.74305,-0.151709,-0.665515,-0.0433385,-0.380079,-0.764449,0.252567,-0.593323,0.245885
0.55237,-0.552589,0.342176,-0.465766,-0.856315,2.87522,0.844409,0.569788,-0.961077,-0.191077,-1.1742,0.0738575,-0.265182,-0.221768,2.71342,-0.671388,2.03148,-0.0269628,0.142114,0.197323,0.460099,1.16457,0.0681414,0.707266,-0.686622,0.176806,0.131574,0.55658,2.18941,1.65345,0.294072,1.13852,1.16053,0.539712,0.369813,-1.21065,-1.17255,0.0821579,0.450115,-0.706364,-2.03489,-1.77034,-0.885139,0.957043,-0.783422,-0.19994,-1.00845,-1.32669,-2.36204,-1.34933,-0.199403,1.08007,-0.756131,-0.263895,-0.1414,-0.932658,-0.596604,-0.758008,-0.770126,-0.904785,0.0121222,0.393399,0.623457
-0.239232,0.657893,-1.00232,-0.597116,-0.817371,3.03684,0.268557,-0.240153,-0.0929959,-0.0242386,-1.35844,-0.419729,-0.0421568,0.498249,2.52363,-0.813196,2.0903,-0.156168,-0.0375144,1.4278,-1.09419,1.16395,0.668768,-0.221555,-0.480655,1.49325,0.301279,-0.760761,1.95942,1.86242,0.144759,0.630357,1.41857,0.392449,-0.137175,-0.22985,-1.43058,-1.44239,0.0314152,-0.485927,-0.189661,-2.17191,-1.3237,1.19279,-0.261681,-0.372572,-1.50843,-0.516976,-1.11645,-1.39263,-0.299647,0.96081,-0.380046,0.22401,0.392726,-1.04443,0.0607049,-0.581884,-1.02028,-0.715094,0.630286,0.129001,0.0759836
-0.945409,-0.486828,-1.01503,0.597624,-0.19558,3.06342,0.364952,-0.160455,-0.748424,-0.0879934,-0.493906,0.181198,-0.757466,0.939778,2.61943,0.038769,1.68843,1.12641,-0.648584,0.706946,0.844236,1.67774,0.981059,0.0501199,-0.493584,0.329095,-1.69367,-0.116437,1.84624,2.38081,-0.0793908,-0.330965,0.525231,1.51576,-0.0427681,-0.97476,-0.994925,-0.180271,-0.116641,-0.401515,-1.62712,-1.94846,-1.56598,1.07767,-0.277572,-0.398099,-0.791707,-1.17037,-0.991469,-1.91212,0.197121,1.16219,-0.355401,-0.213147,-0.0403864,-1.16412,-0.350889,-0.413972,-0.300817,-1.46224,0.625364,0.0672376,-0.762362
-0.78851,0.579292,-0.796138,0.23052,-0.0836619,3.12147,-0.320486,-0.230861,0.44677,-0.0497607,-0.798839,-0.381033,-0.570977,-0.478707,2.985,-0.789114,1.75435,0.533664,0.467342,1.22903,0.0329307,1.27542,0.746692,0.242,-0.250895,0.983506,-2.28939,0.828889,1.58377,2.54357,-0.134699,0.317857,1.56744,1.17415,-0.283815,-0.63866,0.0478352,-1.59555,0.113285,-0.0262009,-1.14016,-1.35642,-1.69107,0.651404,-0.345305,0.74558,-1.69042,-1.52284,-1.50773,-1.48844,-0.217301,1.19902,-0.512604,-0.0947425,-0.542109,-0.162582,-1.25028,-0.456009,-0.98592,-1.76194,0.869293,-0.413813,-0.920396
0.377965,0.853654,-1.83422,0.711181,-0.365497,2.84112,0.502361,0.848832,0.250282,-0.385571,0.284409,-0.806816,-0.197034,0.684237,2.86369,0.823197,0.423832,1.40007,-0.715628,0.608542,1.14684,0.623314,0.789404,0.891599,-0.0301723,0.152113,-0.842839,1.18591,0.553536,2.5517,0.251337,-0.422312,1.35505,1.07484,-0.0134992,-0.882649,-0.709528,-1.99858,0.523225,-1.18455,-1.68877,-1.39168,-1.59873,0.372187,0.111029,0.466412,-1.45763,-2.25793,-1.11151,-2.01701,0.0320488,0.474484,0.528408,-1.6996,-0.245591,-0.782765,-0.303494,-1.55123,-0.522162,-0.622017,0.367683,-1.31355,0.422977
0.20194,0.761056,0.482213,-0.77961,-0.347876,2.98635,0.965671,0.0677683,-0.909081,-0.0848204,0.121161,-0.722675,0.0884614,0.067706,3.03436,-0.733302,-0.403935,1.2578,-0.395528,0.694211,1.64065,1.09285,-0.152072,-0.015149,0.167983,0.20026,-0.916368,1.11896,0.605834,2.76519,-0.0373764,-0.285199,1.09332,1.2938,-0.53895,-0.89364,-1.17012,-0.63581,0.129971,-0.877335,-0.845718,-0.548733,-1.70183,-0.666132,1.26396,-1.15642,-1.50445,-0.823848,-0.637007,-1.37151,0.129537,1.22787,-0.110962,-1.94378,-0.0160606,-1.37233,-0.420745,-0.608862,-0.622592,-0.137607,-0.372208,0.657946,-0.620065
-0.427856,-0.466235,0.587462,-0.430709,0.410378,2.92067,0.14278,1.19986,-0.14901,0.404521,-0.786122,-0.247118,-0.816567,0.347149,2.92931,0.526732,-0.62811,1.41607,-0.393661,0.141331,0.94237,1.4004,-0.367744,1.17615,-0.00169132,-0.338769,-0.974395,1.29668,1.72562,2.29242,-0.82456,-0.187502,1.03234,1.49226,-0.161673,-0.234146,-0.583901,-0.347011,-1.01334,0.0615441,-0.649919,-1.97899,-0.743059,-0.574597,1.20023,-1.33384,-1.38415,-1.46128,-2.48192,-0.941155,-1.26072,0.862503,0.54991,-0.170144,-0.598023,-0.200785,-0.53883,-0.441965,-1.87056,-0.0693232,0.285035,-0.193067,-0.505038
0.0333242,-0.595068,0.189921,-0.929493,-0.435783,2.95265,0.322728,-1.04884,1.19994,-0.494645,-0.238892,-0.901446,-0.887452,-0.0449677,2.88517,-0.939539,1.22435,-0.208514,1.22114,0.268771,-0.0529669,1.10968,1.26517,0.0858333,-0.135897,-0.157555,0.915659,0.21528,1.1424,2.41691,-0.972209,0.202727,0.695923,1.84383,-0.515547,-0.687284,-0.388504,-0.49944,-0.723858,-1.32702,-1.71766,-1.0355,-1.25914,-0.706023,1.36283,-0.981361,0.0477146,-2.41753,-0.848312,-0.396196,0.234215,0.224181,0.919581,-0.663156,-0.380972,-0.981628,-0.663905,-0.222333,-0.217246,-0.731257,0.506086,0.827834,-0.561575
-0.564838,0.435584,-1.44477,-0.767016,-0.0830489,3.01174,-0.601764,1.03975,-0.165982,-0.0827014,-0.0160214,-0.62194,-1.03067,0.316458,2.75658,0.0362275,0.280555,0.315941,-0.346306,1.9245,0.775365,-0.923392,0.648967,-0.389586,1.1445,-0.368276,0.683273,-0.33,0.948957,2.59673,-0.70313,0.286898,0.737346,1.29652,0.645854,-0.406543,-1.70943,-0.201853,-0.409878,-0.0916088,-1.01539,-0.556052,-0.972347,0.0257785,0.909401,-0.403641,-1.38962,-2.13156,-0.550312,-2.31535,0.32461,0.564838,0.362325,0.533633,-0.434173,-1.03155,-0.252735,-0.645108,-0.645115,-0.137077,-0.155005,-0.760792,-0.277965
-0.0929002,-0.348006,0.379426,-0.769324,-1.28639,3.00011,1.76836,0.246489,-1.3626,0.0982442,-0.770885,-0.294083,-0.634561,0.190867,2.55451,1.08779,1.25314,0.364312,-2.27633,1.59993,0.302229,1.79922,0.325667,-1.09926,0.704599,-0.170967,0.559722,0.165524,0.779137,2.64106,-0.657441,0.742749,0.756051,1.44863,-0.746001,-0.20425,-0.882494,-0.323401,-0.912953,-1.33725,-0.644289,-0.901912,-0.441558,-0.281588,0.986614,-0.597737,-0.786911,-1.01064,-1.14444,-1.98966,-0.563753,1.15852,-0.302985,-0.667707,-0.203373,0.0497576,-0.532903,-1.29375,-0.512173,-0.4592,0.475131,-0.779888,-0.21683
0.0973366,-0.166211,-0.267076,0.635841,-0.136318,2.94466,-0.918479,-0.0508063,-0.341646,-0.664501,-1.15735,-0.650299,0.395935,0.9055,2.46675,0.457202,1.48939,0.860636,1.10507,-0.0272062,0.518781,0.878284,0.363691,0.730958,-1.59576,0.378031,0.869885,-1.91558,2.13144,1.78627,0.356493,-0.779662,0.47971,1.78846,-0.668405,-0.824254,-0.681571,-1.11933,-0.42044,-0.0987657,-2.08018,-1.03404,-1.32469,0.083301,0.865433,-0.207304,-0.0651069,-0.880822,-1.01245,-1.65131,-0.566027,0.766358,0.347575,-0.651088,-0.854933,-1.14749,-0.153529,-1.0724,-0.723988,-0.948276,0.724519,0.295202,-0.344041
-0.253248,0.733994,-1.75336,-0.434857,-0.241364,3.18442,0.0440443,0.954573,-0.412626,-0.293881,-0.23403,-1.22733,0.572964,-0.230253,3.0361,1.23703,0.743769,1.13407,-0.809937,0.539712,0.788542,1.89264,-0.0530203,0.34738,-0.595786,-1.47227,0.887131,-1.23991,1.39623,2.73308,0.0493864,-0.127957,0.149214,1.85314,0.840287,-1.014,-1.48699,-0.8796,-0.619798,-0.515961,-0.531856,-0.666162,-0.979678,-0.273243,0.914927,-0.39906,-0.671821,-0.896098,-1.96176,-1.02172,-0.6819,0.513469,0.00812778,0.202207,-0.29062,-0.977105,-0.531222,-1.06017,-0.766312,-0.899221,0.306023,-0.574465,-0.664318
0.858214,-0.472016,0.296961,-0.264669,-0.8111,2.99129,-0.215162,1.13964,0.248022,0.000796089,-1.46369,-0.329597,-0.880568,-0.141453,2.84554,0.796722,0.963884,0.533335,-1.01097,0.981452,1.05771,0.350083,0.882046,-0.827241,1.21706,-1.61707,0.228043,-0.487439,2.3409,2.13956,-0.313322,-0.339498,0.475175,1.57499,-0.546713,-1.05831,-0.774241,-0.442089,0.303434,-1.03539,-0.188168,-1.95465,-1.39897,0.383155,0.321511,0.109161,-0.342077,-1.92538,-1.79272,-0.701769,-0.15446,0.262338,0.261855,-0.351781,-0.656684,-0.00133854,-0.893958,-1.27117,-0.458152,0.0229141,0.0948196,-0.343396,0.628822
