ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,sbo,bmsy,msy1,fmsy1,umsy1,q1,q2,q3,q4,q5,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,sel_g6,sel_sd6,f
2454.72,0.685438,0.272389,2454.72,2454.72,0.058824,1.47059, 27689.9, 27689.9, 9170.65, 1527.82, 0.21, 0.189416,0.0675273,0.0563366,0.0998611,0.00299823,0.00902237,17363.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,269.029
2622.66,0.654312,0.2846,2622.66,2622.66,0.058824,1.47059, 27580.4, 27580.4, 9611.3, 1523.43, 0.2, 0.181269,0.0737362,0.0555487,0.0974859,0.0034566,0.00888673,18404.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,267.278
3154.63,0.560872,0.343573,3154.63,3154.63,0.058824,1.47059, 24588.9, 24588.9, 9100.72, 1404.12, 0.2, 0.181269,0.0727155,0.058784,0.104911,0.00308811,0.00956874,16942.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,271.264
3347.67,0.614207,0.316082,3347.67,3347.67,0.058824,1.47059, 29782.3, 29782.3, 10487.9, 1712.64, 0.21, 0.189416,0.0552258,0.0390257,0.0673392,0.00260022,0.00654472,27716.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,273.562
3277.22,0.827704,0.306932,3277.22,3277.22,0.058824,1.47059, 30550.7, 30550.7, 9367.91, 2167.23, 0.31, 0.266553,0.0702419,0.054792,0.0957348,0.00308743,0.00878022,18346.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,270.607
3249.39,0.64573,0.345257,3249.39,3249.39,0.058824,1.47059, 25132.5, 25132.5, 8676.83, 1634.69, 0.25, 0.221199,0.0661804,0.0575014,0.10108,0.00292995,0.0088575,14766.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.787
2673.92,0.707826,0.284555,2673.92,2673.92,0.058824,1.47059, 28126.6, 28126.6, 9209.31, 1655.77, 0.23, 0.205466,0.0720618,0.0497458,0.0860739,0.00356786,0.00825831,19438.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,251.807
2788.78,0.768809,0.312655,2788.78,2788.78,0.058824,1.47059, 25244.1, 25244.1, 7914.12, 1723.81, 0.29, 0.251736,0.0826511,0.0586229,0.10224,0.00361672,0.00974531,15856.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,262.261
3669.13,0.879587,0.335495,3669.13,3669.13,0.058824,1.47059, 29696.3, 29696.3, 8602, 2385.66, 0.39, 0.322943,0.0646666,0.0441721,0.0765105,0.00290871,0.00734695,21336.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,243.383
2787.97,0.545889,0.293169,2787.97,2787.97,0.058824,1.47059, 27962.2, 27962.2, 10475.3, 1347.7, 0.16, 0.147856,0.0753044,0.0572041,0.100152,0.00325131,0.00932336,15699.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,252.676
2880.37,0.433515,0.288843,2880.37,2880.37,0.058824,1.47059, 29582.8, 29582.8, 12027.6, 1091.04, 0.11, 0.104166,0.068749,0.0580338,0.100213,0.00316045,0.00883239,16229.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,275.113
3314.64,0.930002,0.322755,3314.64,3314.64,0.058824,1.47059, 28525.7, 28525.7, 7920.71, 2302, 0.41, 0.33635,0.067704,0.0522416,0.0875568,0.00270542,0.0083544,16504.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,283.078
2778.9,0.775613,0.302862,2778.9,2778.9,0.058824,1.47059, 26462.1, 26462.1, 8331, 1767.74, 0.28, 0.244216,0.0744824,0.0598583,0.105036,0.00328774,0.00969951,15961.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.238
2994.02,0.885298,0.321033,2994.02,2994.02,0.058824,1.47059, 25986.3, 25986.3, 7543.2, 2015.16, 0.37, 0.309266,0.0651962,0.0503445,0.0886218,0.00288382,0.00827562,18400.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,252.755
2891.97,0.66902,0.310941,2891.97,2891.97,0.058824,1.47059, 26408.2, 26408.2, 9056.57, 1608.83, 0.23, 0.205466,0.0726983,0.0500933,0.088773,0.00346556,0.00839546,20787.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,259.025
2652.93,0.634125,0.277919,2652.93,2652.93,0.058824,1.47059, 28978.6, 28978.6, 10057.3, 1526.09, 0.19, 0.173041,0.0733673,0.0508802,0.0888981,0.0033048,0.0083695,19834.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,270.994
2828.14,0.865447,0.29457,2828.14,2828.14,0.058824,1.47059, 28150.1, 28150.1, 8314.77, 1987.75, 0.32, 0.273851,0.0673457,0.0551953,0.0964634,0.00296768,0.00861075,16982.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,258.828
2832.13,0.697298,0.308098,2832.13,2832.13,0.058824,1.47059, 26242.6, 26242.6, 8873.82, 1639.56, 0.24, 0.213372,0.0714542,0.0593657,0.103462,0.00280767,0.00969602,16216.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,276.923
2647.24,0.840135,0.276299,2647.24,2647.24,0.058824,1.47059, 29188.2, 29188.2, 8871.25, 1905.15, 0.28, 0.244216,0.0793547,0.0435731,0.0743762,0.00392592,0.0075744,22741.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,277.07
3253.38,0.766846,0.316529,3253.38,3253.38,0.058824,1.47059, 28878.5, 28878.5, 9153.68, 1990.33, 0.29, 0.251736,0.0619914,0.0536538,0.0958244,0.0028426,0.00817466,17644.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,257.833
3231.8,0.527362,0.305727,3231.8,3231.8,0.058824,1.47059, 30316.7, 30316.7, 11464.7, 1466.45, 0.16, 0.147856,0.0631044,0.0485572,0.0853668,0.00311828,0.00774813,21335.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,257.544
3100.84,0.570341,0.302387,3100.84,3100.84,0.058824,1.47059, 29601.7, 29601.7, 10710.7, 1529.48, 0.18, 0.16473,0.0679329,0.0480888,0.0839893,0.00288305,0.00802878,22721.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,257.537
3516.76,0.604367,0.320968,3516.76,3516.76,0.058824,1.47059, 30533.2, 30533.2, 10771.6, 1755.06, 0.21, 0.189416,0.0602611,0.0407585,0.0707888,0.00296757,0.00671094,22824.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.225
3570.84,0.734487,0.330406,3570.84,3570.84,0.058824,1.47059, 29609.2, 29609.2, 9794.32, 2052.61, 0.28, 0.244216,0.062694,0.0516136,0.0908506,0.00262846,0.00839348,21450.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,269.738
3050.9,0.63776,0.311695,3050.9,3050.9,0.058824,1.47059, 27752.3, 27752.3, 9539.47, 1627.78, 0.22, 0.197481,0.0698973,0.0482258,0.0838313,0.00349977,0.0078822,19914.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,251.678
3239.28,0.899753,0.3169,3239.28,3239.28,0.058824,1.47059, 28699.8, 28699.8, 8313.93, 2225.13, 0.37, 0.309266,0.0591074,0.0461857,0.0802247,0.00284456,0.00718458,18206.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,258.79
3006.28,0.613331,0.315409,3006.28,3006.28,0.058824,1.47059, 26835.9, 26835.9, 9417, 1538.24, 0.21, 0.189416,0.0725727,0.0481766,0.0836504,0.00326961,0.00810443,23561.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,255.375
3016.75,0.828324,0.308101,3016.75,3016.75,0.058824,1.47059, 27952.9, 27952.9, 8378, 1990.74, 0.32, 0.273851,0.0769432,0.053977,0.0936156,0.00355451,0.00903627,18143.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,264.424
2574.22,0.724734,0.296133,2574.22,2574.22,0.058824,1.47059, 25407.2, 25407.2, 8197.12, 1579.04, 0.25, 0.221199,0.0838433,0.0605173,0.106819,0.00386957,0.0100518,16267.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,261.592
2804.17,0.860165,0.29143,2804.17,2804.17,0.058824,1.47059, 28392.9, 28392.9, 8486.18, 1976.97, 0.31, 0.266553,0.0720546,0.0480909,0.0844193,0.00369123,0.00798019,19774.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.685
3282.03,0.873292,0.325799,3282.03,3282.03,0.058824,1.47059, 27827.3, 27827.3, 8123.61, 2165.64, 0.37, 0.309266,0.0639009,0.0430792,0.0748345,0.00290786,0.00729722,21115.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,274.69
2801.11,0.71789,0.313844,2801.11,2801.11,0.058824,1.47059, 25203, 25203, 8281.68, 1638.42, 0.26, 0.228948,0.0672372,0.057789,0.10181,0.00312249,0.00898054,18837.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,273.781
2807.4,0.594131,0.315661,2807.4,2807.4,0.058824,1.47059, 25028.8, 25028.8, 8931.83, 1395.72, 0.2, 0.181269,0.0697738,0.0563343,0.100629,0.0033043,0.00895783,18028.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,268.538
2686.81,0.723428,0.30587,2686.81,2686.81,0.058824,1.47059, 25185.5, 25185.5, 8391.02, 1609.26, 0.25, 0.221199,0.0690274,0.0576961,0.103076,0.00318232,0.00900135,15454.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,273.68
3526.67,0.861812,0.328317,3526.67,3526.67,0.058824,1.47059, 29538.6, 29538.6, 8810.98, 2292.98, 0.36, 0.302324,0.0604868,0.0457196,0.0814048,0.00286234,0.00736772,22303.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,260.631
3560.17,0.503427,0.337025,3560.17,3560.17,0.058824,1.47059, 28607.5, 28607.5, 10803.4, 1440.63, 0.17, 0.156335,0.0557167,0.0499993,0.0889159,0.00237286,0.00805434,20434.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,272.289
3754.43,0.674609,0.317889,3754.43,3754.43,0.058824,1.47059, 33099.7, 33099.7, 11260, 2071.21, 0.24, 0.213372,0.0514908,0.0421181,0.0728601,0.00213757,0.00658724,21680.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,262.6
3725.98,0.980412,0.352796,3725.98,3725.98,0.058824,1.47059, 27852.4, 27852.4, 7405.92, 2530.37, 0.51, 0.399504,0.0519988,0.0416337,0.0728301,0.00233176,0.00664855,20783.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,270.032
3438.01,0.765885,0.328245,3438.01,3438.01,0.058824,1.47059, 28806, 28806, 9202.16, 2049.79, 0.3, 0.259182,0.0663309,0.0508993,0.0884096,0.00285164,0.00817095,17804.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,283.184
3001.61,0.699872,0.279549,3001.61,3001.61,0.058824,1.47059, 32482.1, 32482.1, 10772.6, 1865.41, 0.22, 0.197481,0.0739151,0.0431917,0.0735902,0.00344972,0.00739979,24079.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,272.195
3227.26,0.656101,0.321027,3227.26,3227.26,0.058824,1.47059, 28011.5, 28011.5, 9773.5, 1728.24, 0.23, 0.205466,0.0678544,0.0541755,0.0956433,0.00296799,0.00864732,18906.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,252.649
2562.98,0.783036,0.299897,2562.98,2562.98,0.058824,1.47059, 24791.8, 24791.8, 7781.47, 1653.35, 0.28, 0.244216,0.0684742,0.0556434,0.0979647,0.00322316,0.00874292,16606.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,258.008
3147.3,0.585924,0.315687,3147.3,3147.3,0.058824,1.47059, 28055.6, 28055.6, 10358.8, 1544.79, 0.19, 0.173041,0.0695488,0.0531461,0.0928463,0.00276911,0.00880316,16440,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.113
3415,0.712141,0.326701,3415,3415,0.058824,1.47059, 28827.9, 28827.9, 9497.19, 1931.13, 0.27, 0.236621,0.061074,0.0428578,0.0749895,0.00295437,0.00714023,21722.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,258.139
2700.15,0.806822,0.277555,2700.15,2700.15,0.058824,1.47059, 29556.3, 29556.3, 9044.73, 1880.49, 0.27, 0.236621,0.0766132,0.0499248,0.0868231,0.00360405,0.00835448,20692.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,267.301
2501.48,0.839189,0.297744,2501.48,2501.48,0.058824,1.47059, 24476.5, 24476.5, 7346.57, 1706.63, 0.31, 0.266553,0.0772944,0.0584046,0.102771,0.00332071,0.00962399,18922.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,281.48
2908.96,0.706733,0.324713,2908.96,2908.96,0.058824,1.47059, 24795.2, 24795.2, 8339.86, 1641.85, 0.26, 0.228948,0.0811316,0.061227,0.10814,0.00358573,0.00989195,16202.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,260.41
2555.59,0.557753,0.27282,2555.59,2555.59,0.058824,1.47059, 28754.7, 28754.7, 10842.9, 1326.34, 0.15, 0.139292,0.0759248,0.0560252,0.0971571,0.00345704,0.00889766,16679.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,263.129
3045.62,0.784745,0.311399,3045.62,3045.62,0.058824,1.47059, 27746.2, 27746.2, 8796.92, 1917.17, 0.29, 0.251736,0.0626979,0.0431178,0.075807,0.00288169,0.0071904,23531.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,259.653
3398.53,0.535449,0.324293,3398.53,3398.53,0.058824,1.47059, 29027.8, 29027.8, 10632.6, 1503.14, 0.18, 0.16473,0.0584703,0.0397882,0.0697474,0.00278615,0.00652969,24101.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,271.011
3001.36,0.580709,0.308735,3001.36,3001.36,0.058824,1.47059, 27719.4, 27719.4, 9917.94, 1483.77, 0.19, 0.173041,0.062582,0.0496568,0.0869212,0.00264925,0.00816422,20706.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,275.252
2390.96,0.672447,0.2995,2390.96,2390.96,0.058824,1.47059, 23176.7, 23176.7, 7988.63, 1370.75, 0.22, 0.197481,0.0894953,0.0635436,0.111737,0.00405459,0.0104793,14454.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,277.233
2928.77,0.785999,0.33031,2928.77,2928.77,0.058824,1.47059, 24296.4, 24296.4, 7535.33, 1772.82, 0.32, 0.273851,0.0709631,0.048766,0.0864517,0.00310188,0.0083845,22344.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,267.708
3251.27,0.740663,0.3256,3251.27,3251.27,0.058824,1.47059, 27593.3, 27593.3, 9046.23, 1899.93, 0.28, 0.244216,0.0629809,0.0418362,0.0729563,0.00305779,0.00708148,21983.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,255.775
2737.47,0.776727,0.29529,2737.47,2737.47,0.058824,1.47059, 27141.6, 27141.6, 8602.95, 1774.3, 0.27, 0.236621,0.0767731,0.0595983,0.104978,0.00368407,0.00965964,17103.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.738
3590.17,0.670109,0.330473,3590.17,3590.17,0.058824,1.47059, 29759.9, 29759.9, 10114.6, 1918.32, 0.25, 0.221199,0.0597663,0.0414925,0.0720761,0.00288896,0.0068127,22793.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,251.981
2805.02,0.527537,0.300811,2805.02,2805.02,0.058824,1.47059, 27001.7, 27001.7, 10042.1, 1287.41, 0.16, 0.147856,0.0738357,0.0550419,0.0942134,0.00322422,0.00890916,15028.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,250.582
3958.32,0.769049,0.321873,3958.32,3958.32,0.058824,1.47059, 34213.4, 34213.4, 10739.3, 2399.02, 0.3, 0.259182,0.0586725,0.0417395,0.0721583,0.00277677,0.0068144,25710.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,257.001
2733.68,0.734718,0.28953,2733.68,2733.68,0.058824,1.47059, 27970, 27970, 9240.6, 1721.82, 0.24, 0.213372,0.066991,0.0505318,0.0892416,0.00318905,0.00819714,18630.1,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,261.903
2657.44,0.851549,0.305985,2657.44,2657.44,0.058824,1.47059, 24895.3, 24895.3, 7362.74, 1797.82, 0.33, 0.281076,0.0808884,0.0620444,0.11019,0.00360864,0.0100608,14581.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,269.165
2504.48,0.54093,0.285894,2504.48,2504.48,0.058824,1.47059, 26147.3, 26147.3, 10040.2, 1220.71, 0.15, 0.139292,0.0695734,0.0523426,0.0902387,0.00322816,0.00838575,19092.4,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,279.621
3040.96,0.680976,0.325642,3040.96,3040.96,0.058824,1.47059, 25803.1, 25803.1, 8748.72, 1662.9, 0.25, 0.221199,0.0567458,0.0415458,0.0726884,0.00268589,0.00673463,23079,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.468
3184.86,0.756666,0.312498,3184.86,3184.86,0.058824,1.47059, 28852.5, 28852.5, 9210.34, 1945.85, 0.28, 0.244216,0.0633068,0.0432156,0.0738996,0.00296924,0.00713658,21773.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,270.094
2979.21,0.706075,0.295911,2979.21,2979.21,0.058824,1.47059, 29439.6, 29439.6, 9641.76, 1791.35, 0.24, 0.213372,0.0638331,0.0444314,0.0770965,0.00309048,0.00736538,19892.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,272.527
2815.27,0.806786,0.309364,2815.27,2815.27,0.058824,1.47059, 25916.6, 25916.6, 8088.96, 1817.15, 0.3, 0.259182,0.0792085,0.0572874,0.100303,0.00364039,0.00928426,17206,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,276.185
3144.85,0.694786,0.334105,3144.85,3144.85,0.058824,1.47059, 25620.9, 25620.9, 8474.5, 1717.44, 0.27, 0.236621,0.0689189,0.0516067,0.0927119,0.00302608,0.0085974,23960.9,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,256.34
2759.94,0.853111,0.2935,2759.94,2759.94,0.058824,1.47059, 27631.1, 27631.1, 8269.67, 1924.74, 0.31, 0.266553,0.0777999,0.0471224,0.0802341,0.00350454,0.00803995,19759.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,275.049
2755.53,0.501403,0.294931,2755.53,2755.53,0.058824,1.47059, 27373.7, 27373.7, 10716, 1216.56, 0.14, 0.130642,0.0645623,0.0466443,0.0802021,0.00308471,0.00752026,16542.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,275.856
2636.22,0.484462,0.28385,2636.22,2636.22,0.058824,1.47059, 27840.1, 27840.1, 10821.9, 1152.06, 0.13, 0.121905,0.0752511,0.0547398,0.0945041,0.00325731,0.00877318,16853.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,269.899
2746.96,0.879932,0.307641,2746.96,2746.96,0.058824,1.47059, 25513.7, 25513.7, 7390.72, 1895.61, 0.35, 0.295312,0.0733211,0.0556298,0.0961545,0.00356657,0.00885957,17135.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,261.159
3307.04,0.675372,0.315277,3307.04,3307.04,0.058824,1.47059, 29540.4, 29540.4, 9971.66, 1836.4, 0.24, 0.213372,0.0597231,0.0420929,0.0738659,0.00281824,0.00682239,22982.2,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.826
3456.73,0.827314,0.302657,3456.73,3456.73,0.058824,1.47059, 32952.3, 32952.3, 9955.25, 2307.53, 0.31, 0.266553,0.059398,0.0418592,0.0721755,0.00260082,0.00692403,22236.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,265.479
2759.95,0.8975,0.29196,2759.95,2759.95,0.058824,1.47059, 27864.2, 27864.2, 7948.88, 2003.36, 0.34, 0.28823,0.07618,0.0578603,0.102266,0.00367818,0.00914701,17677.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,267.316
2893.71,0.948613,0.279091,2893.71,2893.71,0.058824,1.47059, 31396.7, 31396.7, 8681.19, 2255.17, 0.35, 0.295312,0.0735306,0.0533181,0.0918129,0.00351581,0.00865288,19774.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,253.274
3190.87,0.490948,0.311636,3190.87,3190.87,0.058824,1.47059, 29034.3, 29034.3, 11034.2, 1325.68, 0.15, 0.139292,0.0650274,0.0474039,0.0830849,0.00294295,0.00782133,20154.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,254.994
2832.45,0.771064,0.307617,2832.45,2832.45,0.058824,1.47059, 26310.9, 26310.9, 8381.25, 1774.59, 0.28, 0.244216,0.0832095,0.0662426,0.116965,0.00368877,0.0105229,13941.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,271.004
3597.82,0.849519,0.330767,3597.82,3597.82,0.058824,1.47059, 29781.3, 29781.3, 8861.12, 2303.53, 0.36, 0.302324,0.0551284,0.041441,0.0736893,0.00271354,0.00670932,21876.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,267.464
3099.29,0.654095,0.309353,3099.29,3099.29,0.058824,1.47059, 28532.8, 28532.8, 9941.43, 1698.18, 0.22, 0.197481,0.0691579,0.0517858,0.0907901,0.00318897,0.00842724,20898.5,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,269.838
3237.21,0.760365,0.313686,3237.21,3237.21,0.058824,1.47059, 29150.3, 29150.3, 9376.96, 1979.99, 0.28, 0.244216,0.062372,0.0467722,0.0815184,0.00288707,0.00754766,18616.3,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,255.789
2865.52,0.918882,0.304998,2865.52,2865.52,0.058824,1.47059, 26983.1, 26983.1, 7625.16, 2051.59, 0.37, 0.309266,0.0673614,0.0550579,0.0967817,0.00304858,0.00867006,16199,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,251.432
3312.89,0.603956,0.330811,3312.89,3312.89,0.058824,1.47059, 27416.9, 27416.9, 9978.97, 1618.63, 0.21, 0.189416,0.0652603,0.0576497,0.103185,0.00292042,0.00895543,17168.6,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,261.669
2994.58,0.844462,0.314347,2994.58,2994.58,0.058824,1.47059, 26875.3, 26875.3, 8125.04, 1976.55, 0.33, 0.281076,0.0730884,0.052364,0.0913398,0.00331935,0.00884912,20982.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,257.93
3258.01,0.752195,0.305919,3258.01,3258.01,0.058824,1.47059, 30532, 30532, 9797.3, 2010.93, 0.27, 0.236621,0.0682257,0.0465601,0.081244,0.00326962,0.00758127,20595.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,270.368
3436.35,0.880688,0.317671,3436.35,3436.35,0.058824,1.47059, 30328.5, 30328.5, 8876.3, 2320.91, 0.36, 0.302324,0.0638699,0.0469141,0.0797209,0.00283276,0.00762909,18696.8,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,259.183
2753.59,0.861719,0.285603,2753.59,2753.59,0.058824,1.47059, 28794.8, 28794.8, 8441.13, 1971.65, 0.31, 0.266553,0.0700341,0.0510613,0.0896208,0.0034059,0.00829478,19279.7,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,1.5,0.0001,269.005
