sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014,sbt1_2015,sbt1_2016,sbt1_2017,sbt1_2018,sbt1_2019,sbt1_2020,sbt1_2021
46633.8,45726.8,40343.1,34513.5,29673.4,26193.9,24361.2,60737.8,80877.3,77702.6,64766,49634,37497.7,28933.3,23714.9,21019.1,54001,69080.6,70023.7,62278.1,51491.2,48703,43789.2,41037.4,35649.3,30471.6,29410.8,26605.8,24175.3,21636.5,36539.7,49364.6,43725.1,36300.4,39727.4,39292.8,32814,25880.8,19919.1,17267.4,17218.6,16252.2,14843,13613.6,12613.4,15767.1,17718.5,18987.7,18638.4,16974.6,15243.6,13725.7,14054.3,17386.5,20178.4,20247.8,18927.3,17759.6,16799.4,15400.5,14032.9,13549.4,15656.2,18584.7,19708.5,20532.4
52489.3,52355.2,46768,39533.7,33151.3,28764.6,25526,64562.5,86698.9,85315.1,73838.7,58347.1,45007.3,34952.8,29266.6,27308.9,50803.5,58460.2,60270.7,54363.8,50217.8,49745.1,47156.3,45229.3,37410.4,29685.1,28986,26625.4,25626.9,26160.4,41902.7,55175.4,49360.6,42910.5,46011.8,45062.4,33570.1,25434.8,20576.6,18044.8,17658.1,16802.6,14906.2,13504.9,12335.4,15837.4,18027.1,19568.1,19249.7,17581.8,15543.2,13621.7,13356.2,16848.7,21002.1,22032.9,20997.1,19915.4,18850.1,16996.7,15506.2,15040.4,16847.6,20235.7,22660.5,24225.2
45933.6,44795.4,41160.3,34439.8,30946.6,27226.3,24090.1,61372.7,82306.8,81398.6,68244.2,51366.8,38615,28995.2,24435.6,23031.9,52197.7,64278.2,65441.6,60291.5,53868.5,48456.9,43108.9,39763.8,38929.5,34660.9,32220.3,28243.2,27403.1,28668.7,37732.5,48287.6,41449.1,36398.4,41489.3,41758.4,33574.7,26228.6,20823.5,17893.8,16641.6,14865.8,12843.5,11405.2,10552.4,13501.1,15251.8,16248.8,15600.1,14038.7,12233.6,10619.5,10529.7,13759.2,16196.3,15621,14877.4,13792.6,12639.2,11373,10430.4,9734.41,10795.6,13335.5,14442,15581
54808.9,54690.5,47742.5,38230.8,34609.6,30662.6,28121.8,62834.3,82099.6,82065.8,68329.5,51242,38813.9,29331,24242.4,23046.2,52489.6,72119.9,75550.2,70509.2,60746,53838.2,50880.4,46299.1,41542.8,34412.9,31358,30724,28625.5,27501.5,42571.5,56574,48821.7,41147.1,48555.5,49856,40511.8,32401.5,25360.7,22854.9,22159.4,20626.1,18138.4,16163.8,14672.4,17404.3,18981,20370,20177.5,18667.6,16386.2,14136.5,13439.4,20045,24739,24897.3,23378.8,21307.9,18938.4,17034.3,15353.9,15758.9,20366,24627,25809,26249
37607.4,41420.1,37286.7,30027.4,24689.6,20497.1,18337.3,48678.3,65364.3,64095.3,56087.3,43424.5,33688.3,25308.6,19714.5,16668.1,44843.7,58556,58792.5,53318.8,43793.8,39773.3,38882.6,38151.2,29641,22206.3,24938.5,25974.7,25030.2,23537.1,36153.1,47778.7,40060.1,32116,37919.6,39947.1,31343,22560.1,15929.3,12906.7,11719.7,11082.6,10086.1,9268.87,8278.16,11186,13681.4,13979.8,13812.4,12884.3,11279.9,10014.4,9967.49,14008.8,16488.6,16237.3,15040.1,14014.1,13053.5,11611,10484.4,10232.2,12391.8,15079.5,15619.9,15968.9
61816.5,62349.8,55634.8,45854.4,37949,32039.3,28972.1,72256.3,95940.9,93616.3,79509.1,60732.6,46046.2,37182.8,31516.2,27312.5,68236.1,86695.1,85522.5,80409.3,69755,62897.7,57990.4,58273.2,49657,40368.9,38020.7,34168.4,29825.8,25248.1,42787.5,59207.6,52020.5,48107.3,51589.6,50572.5,38355.6,29669.2,21288,17893.4,16788.6,15248,13242.3,11956.8,11407.3,15692.9,18363.9,19589.9,19508.7,18419.1,16439.7,14193,13707.4,17596.6,20193,19040.2,20037.9,20876.7,20774.9,19310,17483.1,17195.2,18279.6,19916.4,20616.3,21224.4
46200.2,47585,41983.2,34558.6,28831.6,24221.1,22184.5,48972.3,65464.6,63024,50795.3,37048.8,27795.1,20780.7,16369.3,15020,43401.3,55853.6,59592.6,55516.6,46111.4,39649.4,38092.3,42280,36993.4,30145.2,27590.4,25463.1,22735.8,23986.9,35082.2,48572.8,39936.7,31668.4,33446.5,35700.1,29483.1,23080.9,17168.6,14521.2,13923.9,12625.4,10965.4,9400.5,8505.47,11371.3,13832.1,14163.3,13584.3,12098.3,10781,9430.61,9026.88,12119.2,14776.8,15473.2,15269.7,15180.7,14389.5,13445.5,12040.4,11710.9,12288.4,13040.8,14486.9,15907.8
48812.3,45180.1,39875.5,32311.2,27103.4,22941.7,19526.4,54403.5,76024.6,75298.8,64059.3,48228.8,36183.7,28342,23747.8,22632.9,48086,57407.5,57333.3,50671.2,43273.6,40414.3,37197.2,38895.5,35284.5,30481.9,30617.7,29488.1,28788.4,26613.3,27504.9,46238.4,43713,39555.8,42094.9,41405,32699.3,25088.8,19452.7,17217.6,16710.8,15912.5,14272,12883,12186.2,14630.4,16124,17570.7,17873.6,17063.7,15331.3,13377.4,12835.2,15434.2,18593.9,19078.2,18877.5,19269.4,18327.9,17075,16184.1,16708.2,18407,23689.8,27687.6,29766
48815.3,52269.2,48209.2,39457,33191.5,30324.9,28214.3,55031,77595.9,78680.9,69556.3,55861.8,43199.3,33598.5,28213.6,26371.8,51360.6,64640.3,68567.7,63950.9,53969.9,45880,43705.5,44402.9,37885.8,31090.6,29246.2,28512.5,28288.1,26564.4,36581.6,52272.6,46119.1,43611.5,43378.6,43177.1,33389.3,27123,21219.1,19305,18496.3,17136.6,15989,14947,13586.7,17684.5,20883.8,21500.3,20514.8,18992,16583,14721.5,14778.9,18772.5,23684.3,24903.5,23878.9,22830.5,21925.7,21305,19897.4,18404.9,22731.8,25854.6,26839.3,27441
52519,53396,49702.2,42753,35813.7,30270.2,27207.4,73542.9,97136.2,93112.4,76961.2,58309.7,45111.4,34853.5,29118.8,26376.6,61249.8,77439.9,77359.8,69918,59686,52210.9,52837.3,52560.7,47194,39787.6,34953,32798.3,29895.9,29756.5,42778.3,59979.8,53057.3,43590.6,43536.9,42589.8,35409.4,27368,21390.7,17928.6,17093.3,16128.4,14626.8,13349.4,11902.1,17185.6,21128.4,22725.5,22125,21670.6,19843.2,17492.8,16526.8,18316.4,26553.1,29166.7,28595,26394.8,23638.3,21923.8,21076.9,20672.5,25495,29554.6,32019.8,32967.1
42090.8,42099.5,37549.5,29974.3,24978.8,20290.3,18126.3,54176.3,75684.1,74950,61549,44880.1,32401.6,24328.6,19961.4,18816.2,50937.3,65346,64384.7,59758.4,52853.8,46099.8,41239.4,41640.9,33726.6,29177.3,26321.5,26287.2,25128.6,23739.5,25298,45134.4,42373.4,36378.4,36397.6,38875.7,30764.6,23016.5,16917.7,14101.6,13527.1,12498.2,11284.6,10582.3,10346.2,13086.1,14864.7,17990.8,18702.1,17718.3,15836.3,14093.7,15279.3,17609.7,20015,19873.4,20284,19419.4,17781.4,15800.6,14804.6,14813.2,15757.8,19160.9,20639.2,21473.9
40024,41581.6,38034.9,31016.4,25409.5,21488.7,19610.8,54162.6,73973.9,73029.8,60062.3,44121,34742.6,27219.5,22329,19074.8,38703,47373.9,48846.8,43508,37555.4,33969.9,34914.6,37218.2,30547,27360.7,24792,22893.6,21531.5,21019.1,22377.6,43574.1,42643,38174.6,37144.7,37047.4,28289.1,20382.6,15654,13381.8,12365.6,11444,10125.8,9349.71,9424.04,13046.7,15495.8,17523.1,17606.6,16261,14452.9,12840,11891.7,16426.8,19560.3,20124.9,19114,18115.3,16374.1,14546.4,13137.7,12142.2,13449.8,16403.8,18373,19707.1
49970.2,50879.1,45348.9,37455.4,31793.1,27475.6,25712.1,61324.2,81391,79908.2,67844.6,50716.1,37812.3,29874.6,24526.1,25054.8,57093.5,74639,76311.1,69430.1,61406,52992.5,48492.2,48894.6,42292,35934.9,33132.1,30895.8,29331.8,29567.3,31215.9,50238.8,49763,46928.1,47701.2,47447.6,35800.6,25650,18663.8,15484.2,15052,14097.9,12267.9,11186,10229.6,13662.6,15939.5,16436.5,15332.2,13423.8,12038.1,10564.9,10212.7,14678.7,19223.1,19727.5,19163.1,18659.7,17931.7,16302.8,14340.3,13174,14300,16619.5,18085.4,19263
52990.5,51281.7,43983,34928.2,30835.7,28763.2,27275.7,51772.6,68039.9,66493.6,56848.6,46257.4,36133,28940.4,23595.8,23039.1,55279.4,68278.4,67933.7,63514.7,55215.8,46936.6,41761.7,40015.8,33090.1,30859.5,31650.7,30320.8,29185.7,29497.9,31679,51314.8,47478.5,42139.4,40607.9,38843.2,31304.9,24838.6,19053.3,15853.8,15224.5,14091.1,12354.3,11449.8,10716.2,13913.2,16236.6,18695,18862.2,17773.2,15764.4,13809.8,13023.7,16778.4,20250.6,20610.1,20374,19092.2,19132.5,18497.2,17064.8,15496.2,18065.1,19969.6,22704.9,24763.7
50106.4,53196.1,47782.1,39631.9,33698.4,28647.9,25816,58505.1,78160.6,80824,70129.6,55875.6,43792,34148.5,28846.1,26712.4,52165.6,67431.4,70211.5,68133.7,61127.3,53645.1,45400.4,45131.5,39803.2,34024.2,31969,29390,27812.6,24862.2,33250.5,54728.2,53034.8,46696.3,46380,42775.8,34310.1,27019.4,20779.4,18176.6,17055.1,15977.8,14404.5,12393.5,11172.3,13828.5,15925.7,20921,22839.9,21854.2,19352.1,17090.5,17029.7,20932,24158,25554.7,25666.6,25147.3,23043.8,20198.5,18300.9,16870.9,20712.8,23464.4,25514.8,26869.5
45457.6,46396.7,41350.5,34000.5,29749.8,26104.2,23019.8,51565.8,67651.6,65241.1,53139.3,40320.6,31212.9,24529,20164.9,19410.6,49089.2,62946,65761.8,59389.3,48221.2,41295.8,35990.1,35805.4,28878.4,25517.1,26210.2,26106.2,26552,26886.2,29591,46245,41596.2,35891.4,38002.8,37321.8,28905.2,21779.9,16558.5,14235.7,13084.4,11880.2,10327.4,9206.37,8468.2,12544.6,15416.1,17495.1,17415.6,15935.4,13660.5,11728.2,11475.6,16301.7,19412.2,19527.1,19268.7,18048.5,16487.1,15065.9,14061.5,13687.4,15223.8,15921.5,16885.9,17860.7
42855.5,40810.3,35898.8,29320.9,25009.5,21893,19575,45594.3,61668.6,61175,50766.6,38340.6,28570.7,21516.4,17041.5,15356.8,40497.3,52372.2,54679.5,49812.6,43084.6,41632.3,39923.9,37966.8,29603.7,25168.8,22284,20854.8,19503.7,19474.5,24211.5,40246.7,34553.6,28532.5,34246.7,36183,27402.8,20467.4,14647.9,12437.4,11377.6,10334.6,9086.1,8545.04,8033.01,10649.2,12511.7,12909.7,12380.5,11139.7,9664.03,8217.21,9259.6,11810,15238,15342.9,15218,14721,13727.1,12626.3,11196.9,11135,12759.9,13966.1,15629.7,17200.1
44628.1,43178,36461.2,28094.6,23563.6,21496.1,20933.9,49387.9,65925.1,64841.7,54558.1,40624.2,30812.3,23565.2,19407,18203.6,41972,51256.7,53528.3,47068.4,38340.8,34788.3,32889.1,31984.4,25863.8,21816.1,21815,21782.1,21156.8,19516,24595.2,41988.7,38429.3,34202.5,35078,32923.1,25733.9,18958.9,13831,11795.4,11311.9,10445.1,9369.88,8378.36,7590.31,10562.3,12648.9,14281.7,14385.2,13479,11673,10409.7,10645.4,14834.3,17532.3,17394.7,16837,16244,15276.1,14829.3,13888.5,13350.6,14549.3,15278.7,15632.1,16324.4
41351,41523.2,37731.6,30842.9,26479.1,22980.6,21055.2,52633.6,70446,69792.2,56857.3,42498.5,31732.6,24566.7,20392.2,19795.3,45197.9,55728.6,54866.8,47789.2,39579.4,35378.4,33626.5,35106.1,29144.2,25573.9,23878.6,22050,22211,21244.3,26576.2,45581.2,41476.8,35940.7,38056.8,36762.9,26986.2,20221.8,14751.8,12550.7,11359.6,10708.6,9742.84,8994.62,8186.91,10636.5,12472.7,14805.3,15766.5,14913.7,13280.5,11507.2,11329.5,13197.2,15272.7,15032.4,14270,15454.2,16003.3,15133.6,13794.5,13573.6,15833,17025,16881.6,17090.2
50768.7,47700.8,42025.7,34762.9,29726.3,25790.5,22314.7,56968.6,75576.8,72916.3,62487.4,48494,36929.9,28251.7,23806.1,21090.2,48003.8,60242.7,62332.8,59163,52581.5,46751.6,44293.7,43975.8,37360.2,35151.1,34255.4,30993.4,28868.9,27634,29510.7,48905.5,45584.9,39483.1,44321.5,44346.6,34019.6,26334.5,20676.6,17331.2,17260.5,16262.4,14523.2,12468.5,10770.2,15288.2,18645.3,19554.7,19870.7,18478.7,16674.2,14769,15116.9,20028,22805.6,22474.8,20698.5,19200.7,18372.5,16757.5,16936.4,19007.9,22899.1,25890.4,26881.7,27259.9
54613,56104.2,49758.2,41607.5,34754.1,31551.9,31009.1,62856.4,80260.4,77519.9,67097.6,51662.6,40860,32999.8,28418.3,26115.6,51647.2,62755.8,69196.8,69270.8,63371.6,57387.1,53207.5,50501.8,43133.9,36993.5,33200,29892.7,27577.4,27043.5,37272.2,59833.3,55116.8,48570.9,47531.1,43543.2,35271,27394.1,21187.6,18222.2,16208.5,14197.7,13004.6,12064.4,11273.4,14884.2,17265.4,18370.2,18925.9,18085,16227.9,13910.8,13946,16698.8,19697.2,19747.9,19032.6,19392.6,19124.2,17908.5,15873.7,14624.3,15324.8,16786.6,17353,18304.2
45710.1,48523.5,44389.4,36662.6,31344.9,27972.6,27397.8,57179,75393.4,74141.2,61133.1,46866.5,34692,26752.1,21987.1,19576.5,49568.3,62941.7,66343.7,59023.3,47927.5,42514.5,39824.2,37808,29673.6,25462.4,23908.7,24103.3,22866.8,24119.6,32432.2,48260.5,42993.1,34884,37735.4,37593.9,29317.2,21665.2,16000.2,14387.1,13884.7,12879.3,11204.3,9923.78,8872.22,11345.9,13299.5,14780.4,15135.7,14480.6,13211.8,11770.3,11242.2,15046.6,17677,18263.3,18502,18143.9,17582.5,16103.8,14045,12947.8,15269.7,17768,19594,20926.6
64213,58899.2,50350,39481.3,32176.2,27157.4,23423.5,70555.6,96169.7,93478.7,77368.6,58381.4,43873.6,32383,27860.1,24709.6,58090.9,74241.9,81670.5,73776.6,69867.5,68660.3,62664.2,59886.3,51068.2,44778.8,40299.5,35383.9,31272.1,30948.6,35626.6,56520.9,49863,43071.7,51254.6,54039.4,44981.5,34257.6,27082.3,24601.1,23011.3,20169.6,18003.5,16615.2,16212.7,18132.7,19429.2,23177.5,24756.9,23303.9,20386.5,17832,16662.2,18875.5,23800.2,25028.2,24532.4,24249.4,22870.9,19998.7,18333.4,18514.3,20283.2,22259.5,28030.2,31743.4
48951.6,43950.2,35814.5,28165.7,23713.1,19962.6,18940.2,49136.2,69781.7,71365,58765,44539.4,33700,26419.6,20973.5,17919,45971.7,57664.8,64663.1,58636.8,47983.8,40372.4,36410.4,40820.6,35933.7,31703.9,29126.9,25811.1,24115.7,25374.7,27839.9,48623.7,44204.9,37400.6,38090.7,37911.9,30217.6,23372.3,16659.6,13884.7,13160.6,12890.9,12296.3,11213.7,10168.5,14065.2,17644.6,18666.3,18822.6,17103.8,14658.6,12489.1,12112.1,17505.8,21029.1,21535.3,20324.8,18887.8,17702.8,15709.3,13222.1,11923.1,14443.3,17120.2,17364.5,17632.5
49096.4,46826.8,40025.1,31642.5,25806.4,22466.5,21633.6,58907.7,79904.9,79792.1,67056.5,49164.4,36739,27094.6,21318,18637.2,42209.1,51832.6,52988.3,53764.4,51205.3,45139.6,43028.4,46880.7,40556.4,34345.5,30645.2,27628.4,25956,26428.9,27524.8,49734.1,47972.2,42080.8,42428.7,42028.6,31821.1,22315.6,16092.7,14104.4,14315.8,13450.9,12573.6,11793.5,10665.7,13616.1,16132.1,17910.7,17787.4,16087,13815.8,11854,11262.3,14173.8,18261,19324.2,19636,18588.8,17692.5,16337.3,14999.1,13436.8,15003.1,17457.7,20403.8,22427.9
59654.2,53919.1,45128.1,35332.5,28335.2,25419.7,23508.1,60060.2,79797.5,79597.8,66673,49711.8,37198.7,28680.8,22675.7,19015.1,46699.5,60958.9,62699.1,55840,44603.3,40754.5,36917.5,39292.4,34147.5,28610.7,26158.3,23947.6,23952.2,22809.1,24748.8,48207.3,44431.9,37910.3,36985.1,36454.5,28803.2,21691,16194.9,14639.9,14544.3,14881,14189.7,13258.5,12106.4,15066.2,17013.2,17711.8,17702.1,16456,14060.7,11534.9,12287.6,16037,18147.9,19626.1,20221.8,19619.8,19245.9,17669.9,15869.3,15358.6,17816.4,19241.4,20661.9,21774.8
57464.9,55571.2,47176,37955.3,31800.3,26830.7,24916.7,76419.5,102777,101237,88768.7,70640.3,54552.1,42108.6,34673.7,31151.8,68989.8,85859.5,89578.2,82232.4,70270.9,65355.3,63535.1,60004.9,51220.9,46391.2,40795.8,35591.4,35463.9,34757.4,34432.6,57657.4,54517.9,52654.1,53296.5,55317.5,45316.8,35104.2,28565.8,25597.5,23941.3,20873.3,20403.2,18977.9,16521.4,20414.5,22551.3,22862.1,22892.1,21039.2,18201.1,15520.9,14494.7,21323.9,24708.3,25395.3,25139.3,24324.1,22312.6,20744.1,18608.6,16601.1,20748.6,26348.8,27802.3,28169.7
47275.3,49413.7,44401.4,35544,29534.7,24633.7,25481.9,48957.7,68571.4,71189.5,62127,48576,36706.3,28277.5,23556.1,22123.7,51814.2,63212.1,64758.6,60161.7,55127.5,50874.2,46393.5,46832.7,39758.2,33710.4,32842.5,30830.9,28322,35223.4,41649.1,52253.3,40422.5,34083.2,37605.2,43105.9,35363.9,27267.6,20271.4,18068.6,17331.4,15990.2,14161.6,12679.5,11018.9,15106.6,18203,20041.5,20174.8,19378.8,17512.9,15957.8,15783.5,18861.6,22158.4,21973.5,20732.8,20059.7,18682.2,17149.7,17100.6,16759.4,21058.4,24582.5,25135,25433.3
45890.6,43185.2,36225.3,29163.8,24267.6,21949.6,22298.1,46170.2,61794.5,65352.4,58609.6,47347,36145.2,27905.1,22639.8,20400.1,48185.5,61518.3,62838.4,55702.7,45356.3,42479,40979.7,39446.9,34680.7,30407.3,30351.1,29248.4,29063.4,29114.3,29728.8,46884.6,42242.7,36507.6,40524.3,42060.3,30982.7,22437.2,16404,14211,13676.9,12962.7,12366.9,11378.2,10443.1,14096.4,16814,18959.8,19093.2,18144.1,15925.4,14162.7,14134.1,18998.3,21786.1,22315.6,21365.7,20092.8,19038.3,17114.3,15885.2,15499.4,17098.2,21844.2,24019.8,25164.2
37863.7,40945.1,36917.1,28894.3,22928.1,18236.5,17626.2,45580.9,61946.2,65818,56915.4,43088.6,31894.9,24802.6,19971.2,17943.3,40534.9,50003.1,52725.6,47118.9,38100.1,39890.1,39153.3,36441.2,29033.8,25454.1,24596,23249.5,23014,21808.1,28904.6,42142.1,34471,28841.7,35577.3,38134.1,29833.5,21608.9,15593.4,13282.7,12886.1,11554.9,9568.17,8376.64,7557.34,11551,14459,15662.2,16048.5,15148,13248.2,11732.9,12041.1,13843.1,15356.2,15370.6,14560.2,14064.5,13065.8,11773.1,10797.8,10308.6,12862.4,15069.1,16275.1,17314.3
56345.2,62503.4,58763.1,48193.5,40002.7,35117,32015.5,71218.4,92695.1,90118,72405.9,53608.6,40074.7,31457,25888.8,24162.7,60901.4,77208.9,77384.6,71276.1,59768.8,54134.2,57141.3,57640.1,49571.9,42993.8,37650.8,34072.6,31438.9,28451.2,33895.2,52323.6,48290.4,40403.2,46816.1,48646.1,38958.6,29124.5,21180.2,17762.9,16553.2,15682.8,13602.2,11493.5,10158.4,14084,17452.4,19082.5,18982.3,18053.6,15749.9,13359.3,13899.8,17100.8,19024.6,19846.4,19615.1,18735.6,18595.1,17002.3,15821.4,16619.4,17570.4,18483.5,19175.9,20003.3
51069.4,53602.6,50720.1,45508.6,40480.1,36351.6,34093.1,69450.2,89171.4,88506.7,75956.4,58547.2,45027.9,35480.3,29120.8,27695.8,56029,67591,74335.6,72067.5,65588.5,57475.7,49939.4,47838.6,44632.6,40405.2,39441.1,37471.4,37436.6,36604.4,44161,60203.7,53063.3,46284.3,46750.7,44447.8,35267.9,28031.9,22889.8,20562.8,20296.6,19086.2,16669.3,14707.8,13090.9,12657.3,18501.6,21845.6,22202,20725.4,18186.1,15752.8,17206.8,20379.4,24614.7,25305.5,24999,23753.5,22760.4,21325.7,19368.4,18045,20054.1,22076.1,22314.3,22764.9
42742.6,43019.6,36875.4,28686.7,23454.6,20036.7,17794.6,49532.9,67470.4,66551.1,55555.5,40089.4,30095.6,23374.3,19859.4,19362.2,48758.3,61478.4,62729,56216.8,50112.2,44157.1,37371.3,37076.8,31369.4,27130.4,24960.8,23646.6,22205.6,24618.1,34603.1,49443,44786.9,39155.6,39950.4,38790.7,28822.1,20854.3,14994.1,13148,14322.5,14766,14305.4,12975.1,12963.9,13307,16904.1,18857.9,18810.8,17300.4,15886.4,14016,13721.7,18486.9,22196.6,22720.2,21889.6,20593.7,19590.1,18196.6,17077,16602,16564.6,17900,18465.3,19122.8
52171.4,51582.8,45532.9,36182.9,30228.4,26041.3,25465.5,58564,76278.4,72718.4,61749.2,45808.4,35257.7,27911.9,22648,19917.9,54254.5,71962.4,72532,63216.1,50251.6,48502.7,44201.3,40702.9,33751.5,30238.7,27748.4,24770.7,23096.8,24384.5,35321.2,52283.9,47594.2,42002.3,45508.4,44632.1,33213.7,24032.4,18381.9,16036.3,14828.8,13771.7,11829.2,10322.7,9428.77,10669.3,14608,16374.7,16078.7,15011.2,13446.3,11984.8,11906.3,15539.7,18714.2,18765.4,17605.9,17205.9,16841.5,16000.8,14828,13954.1,18367.3,21585.6,23814,25114.6
46128.2,46270.8,41109.5,32813.3,26718.5,22399.8,20465.4,51525.3,69380.6,67502.3,58658.3,44426.6,36095.8,29744.3,23946,21445.9,48178.2,60612,60041,51900.6,41162.2,40509.6,37677.3,35661.1,27335.6,22946.9,21905.2,22457.6,25244.5,27429.1,33169.9,49453.8,43337.9,37388.5,40780.2,41418.8,32484.2,23503.7,16574.2,14530.5,14623.9,14497.6,13698.9,12361.1,10922,13420.3,16253,18247.9,18615.7,17387.8,15553.8,13755.1,13295.5,15888.1,18933.7,19727.9,19417.6,19040.6,18387.3,18180.7,17125.1,15838.2,17844.2,18867.1,20106.6,21266.8
48492.6,51441.4,47093.8,38545.5,31954.8,27958.2,27037.9,51369.4,64209,67560.1,59354.4,47320.7,37200.2,29958.4,25459.2,24000.8,45237.3,58188.2,59040.9,50727.8,41414.5,43982.8,42793.7,39628.9,34049.4,30668,30342,28006.4,27686.3,27828.8,30735,50707.3,46184.3,39843.4,36375.5,39727.8,32931.9,25559.4,18870.5,15663.1,16390,15964.4,14981.2,13581.5,12444.4,14859.5,19226.3,21658.1,21628.5,19934.9,18161.6,16567.2,17023.5,18278.2,20809.5,20734.1,20119.7,20670.7,20294.5,19352.2,17588.3,16729.1,20038.8,21760.5,21316.2,21223.1
55535.8,52919.8,46407.9,36601.4,30773.2,25876.1,22816.6,54076.9,70310,69299.7,57120.7,44557.9,34213.4,27377.9,22841,23907.7,41107.2,57049.9,61263.2,60426.5,55316.2,48952.5,48176.1,44551.7,35702.4,33700.7,31701.3,29329.9,28308.8,27535,39252.7,51427,43656.3,38824.5,40610.1,42362.2,32410.5,24730.8,19288.2,16250,15723.1,15034.6,13520.4,12092.5,10898.4,11340.1,16395.6,19299.5,19414.2,18113.1,16084.5,14195,13664.4,19965.6,23184.9,22989.3,21868.2,22228.3,21572.2,19531.1,17776.1,17018.4,18278,22433.9,24668.7,25934.9
47842.7,48378.5,44511.3,37188.3,31789.7,27700.9,25204.8,51958.6,67127,65619.4,53495.9,41381.6,32512.2,25352.5,22201.2,20992,39118.8,45611,57486.2,58930.8,54473.6,47295.9,44722.7,43952.7,37557,32251.6,29933.7,26452.6,24077.1,24455.3,28324.1,49130.6,46822.5,42182.8,43445.1,42622.4,34325.2,26442.5,19861.2,16338.5,14416.7,13084.6,11394.5,10029,8755.48,11619.9,14847.6,16723.1,16586.8,15586.9,13844.7,11964,11356,17259.3,20306.9,20132.6,18831.6,17861.6,17347.8,16712.7,16489,15733.5,16872.8,18760.6,19004.6,19407.6
69382.8,70395.8,63360.6,51927.2,42193.2,36785.7,34888.7,74108.8,96402.3,94900.8,80136.7,61865.6,47854.8,38702.1,32076.5,27631.1,56987.9,71352,81185.2,77426.5,70613.4,61134.1,58124.9,55754.6,46838.2,41305,38706.7,35389.2,34716.8,38848.9,44115.2,57400.9,52534,45641.2,50128.2,50961.3,40532.1,32605.1,25661,22409.5,20663.3,18479.9,16567.5,15490.7,14244.7,14671.5,19671,22871.9,22429.2,20811.9,18522.5,16020.8,14333.5,22296.6,26599.9,26733,24804.9,23126.1,23034.5,22265.7,20620.8,20312.9,22660.3,25076.9,25637.5,26007
48060.2,46107.1,38626.3,29128.9,22608.7,19170.6,16627.1,56827.5,78695.6,78458.4,65504.1,52378.5,39956.7,30959.6,25088.4,21363.4,45858,59893.4,61196.4,51366.9,47894.6,42730.7,40133.5,42112.8,36899.1,32721.9,30527.6,28023.6,25329,26126,45038.3,57403.5,47085.9,38399.4,37658.3,44123.6,36302.4,27797.9,20582.8,17782.2,16130.4,14097,12405.8,11502.4,10687.4,13363.2,16086.1,17095,16923.3,15715.6,13702.6,11331,9687.87,17257.2,21283.4,20521.5,19613,18874.9,17601.6,15963.9,14980.2,14034.8,15021.4,19107.1,21245.7,22289.9
48263.5,46620.4,39565.3,31411.9,26612.3,22802.4,20489.1,51574.2,69721.5,67599.5,56637.3,42225.8,31788.3,23758.9,19046.2,20056,47059.2,57998.6,57573.6,49661.5,44112.6,41598.2,37973.3,38095.5,31519.1,26565.3,25090.6,22793.8,20449.2,17793.3,34608.8,48028.6,40313.9,33049.9,30320.7,35379.3,28679.4,21138.2,15846.2,14985.9,13947.5,12206.8,11550.7,10583.1,9676.99,10806.8,12852.3,15282.8,15673.5,14403.2,12424.7,10895.9,9871.4,12733.6,13945.1,16086.8,16841.5,16975.9,16366.1,14676,12821.5,11911,12726.9,14602.6,15921.6,17042.7
54180.4,56119.4,49695,39812.7,32196.3,26317.1,22698.1,59598.2,82472.4,82699.6,72008.4,56440.7,41947.6,32315.6,27766.9,24982.1,60565.6,76692.9,77060.6,70150.4,60959.5,56613.1,50395.6,46316.9,37482.4,34358,35151.4,34250.3,33129.1,31213.4,43861.3,57396.6,49291.3,44759.1,40555.6,39132.2,31550.4,24234.1,18030.8,16623.9,15157.1,14243.8,12630.7,11827.1,10802.3,10927.2,14797.3,18048.3,18746.1,17723.9,16001.6,13857.1,12689.9,16197.7,17649.3,17916.8,17698,16943.5,16719.9,16215.2,14775.9,13889,15442.8,18904.7,20383.2,21221.8
