sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014,sbt1_2015,sbt1_2016,sbt1_2017,sbt1_2018,sbt1_2019,sbt1_2020,sbt1_2021
54568.6,52609.9,47281.3,38691.3,32297.7,28181.7,25953,59398.8,77843.8,77633.7,64104.1,48062.1,35501.8,26385.1,23407.4,22926.7,57672.5,74621.8,73644.3,64078.8,51862.8,49281.4,47704.4,46471.2,38754.6,34502.8,31602.6,28414.5,25607.6,25538.3,33742.6,52398.1,48197.9,40741.9,41370.9,43607.8,35756,27754.7,21748.3,18630.6,16032.7,14749.5,13851.2,13484,12798.1,14929.4,18362.6,21098.7,21631.6,20175.7,17523,15103.2,13859.7,18556.3,22565.8,22891.1,22193.2,20753.2,20500.6,19050.2,16829.1,15828.6,16894.2,19079.1,20127.9,20958.4
43466.9,42997.6,37759.2,29704.9,25292.4,21224.3,18674.5,51303.7,68038.1,66126.8,54642.7,40811.7,30149.4,22685.5,17551.7,15016.4,42146.9,53656.7,53240.1,48333.6,40391.2,35882.4,32674.7,32040.1,28005.2,26517.7,25730.4,23349.3,20846.7,18567.6,26154.2,43088.6,38006.7,30519.1,29647.7,34491.9,27866.1,21277.7,15424.7,13070.6,12895.1,12101.8,10507.6,9509.39,9225.12,11559.5,16243.1,18097.9,17360.6,15701,13480.9,11685.9,12279,13829.5,15194.3,15460.4,14997.4,15749.8,15255.7,14174.8,13016.7,12363.3,13237.4,17021.4,19971,21552.7
51771.2,50206,44011.8,35461.3,27893.4,23148.9,20829.3,56284.2,74959.2,72027.6,59271,44939.8,33495.5,25654.4,20762.2,18978.2,46464.2,57651.1,61878.2,55966.8,46040,43437.8,44499.5,43605.6,35209.6,30958.5,28974.7,26953.8,26568.7,27187.5,31026.1,47449,41230,34588.3,38701.5,41773.6,31741.4,23054.3,18087,16191.3,15179.7,13445.6,11241.5,9705.51,8689.89,8495.92,13445.9,15996.8,16240,15256.6,13461,11576.2,10997.1,15246.6,18338.3,19068,17979.6,16758.6,15283.5,13573,13002.1,12429,13515.4,15214.7,16946.5,18308.5
48360.5,50461.8,46081.9,38004.6,31286.1,28771.4,26981.3,59353.6,79462.1,78001.7,65092.1,48826,37086.1,27909.3,23532.3,22619.1,53350.4,65869.7,68203.8,61803.4,52675.4,49555.4,45873.7,43147.8,35885.3,31203.4,29280.9,26995.1,25102.6,24171.5,24770.7,50926.9,49418.6,43516.5,43015.8,43365,34099.9,24931.7,19292.1,16353.7,14320.5,12258.1,10140.8,8431.25,7297.92,7257.35,13173,17165,17950.6,16904.4,14725.5,13121.7,14623,17971,19814.8,20261.1,19427.4,19731.3,19176.9,17976.5,16230.7,14948.2,15135,15379,15767.3,16417.5
64342.7,57064.9,47557.7,38826.3,31416.5,25605.9,21981,69997.8,94702.3,92143.6,77851.9,60115,45493.9,35335.2,28375.4,26015.2,59614.3,72948.4,74346.2,70378.6,60771.9,54945.6,50102.3,46868.9,41377,36097.7,36193.9,34773.4,33092.1,32472.1,34042,59454.8,56720.7,50113.2,48166.9,48514.5,39319.5,30391.4,23443.6,19756.5,17126.6,14518.4,13953.5,13416.8,12679.8,13206.3,18311.2,20537.1,20182.1,18231.6,16023,13748.7,12653.8,13525.7,18570.7,21082.2,21519.7,21120.4,20233.8,18422.8,16168.4,14205.8,15260.7,17292.3,18314.9,19114.1
51984.8,46603.8,39854.8,32549.1,26996.6,23292.3,22914.7,55127.2,74648.6,72576.3,58253.2,42532.5,31041.1,23905.4,20116.9,18588.8,47526.6,61005.6,62277.4,56321.6,45792,39150.1,37408.6,37839.7,33480.1,28165.6,24911.4,22827.9,21804.6,21876.5,30520.2,46098,40873.8,33616.8,31394.4,36545.1,30239.7,23890.8,18207.3,15384.6,13602.6,11788.8,10385.3,9567.44,8959.83,9060.15,13418,16417.6,16705.1,15631.8,13558.8,12694.7,12455.5,13357.5,15371.3,15282.9,14923,14462.2,13908.6,13098.2,12546.8,12429.9,14170.3,15717.1,16037.8,16511.5
73883.7,71148.6,63358.9,55079.8,48335.3,42641.9,39742.1,78677,99040.1,95727.4,79062.1,61743.9,48187.2,39570,34222.2,32030.3,68934.1,84524.1,84940.7,73843.6,60439.6,50225.8,52895.2,54125.7,46106.7,41083,36186.1,35085.6,35362.2,34409.9,41985.8,63593.9,60155.1,52991.4,53241.2,52687.9,43178.3,33930.2,27187.9,23333,21506.6,20231.4,18163.7,15812.1,14445.8,15305.6,18608.7,24078.5,25191.2,23514.9,20748.2,18483.9,17282,19325.4,23989.5,24138.3,23444.4,24159.1,23276,21775.6,20037,18426.2,19675.8,21565.6,21944.9,22422.5
73843.9,71330.6,66388.7,55033.5,48244.1,42685,38906,86160,111075,109856,93622.7,77220.7,62827.9,51019.5,41510.1,36494.6,70763,85692.7,83939,78677.5,70415.3,59502.2,57580.1,55947.7,44750.3,42510,44070.6,42313.9,40342.1,36873.5,47991.9,64038.3,60468.8,52723.3,51707,53969.8,43494.7,33767.3,25548.3,21912,21266,20058.8,17592.4,15431.1,13509.8,12776.1,16514.6,19026.8,19441.2,18407,16522.3,14396.5,15938.1,21475.4,24218.9,25355.9,25893.8,24752.3,22088.4,19591.7,19203.7,19048.5,21257.2,22580.4,22602.2,22880.8
65666.4,63483.3,56531.5,47750.9,42500,39504.2,35958.4,71213.4,90728.4,90483,77373.5,63612,51561.8,41884.8,34716.8,32339,64428.5,81366.9,83868.5,76937.8,71944,64097.2,57151.9,53701.1,42899.6,37479.4,34740.9,32935,31867.2,32967.3,42552.3,59078.5,52578.9,45385,45661.2,49942.1,41259.5,32662.3,25558.3,22184.9,19755.1,17408.9,15057.6,14012,13165.2,14992.4,19108.9,22025.5,22077.9,21469.9,19561.6,17209.7,16506.4,16978.3,19835.4,23309.2,24563.8,23700.7,22454.4,20765,19016.2,18159.4,20792,22546.5,23398.4,24232
63897,58867,49914.4,40522.3,33876.5,28552.5,24287.1,68490.8,92252.1,91300.7,79016.8,64392.3,50353.4,39140.6,32311.1,30427.7,53057.2,66791.6,66795.4,62536.6,57800.7,52396,50827.3,46081.8,37951.1,34450.1,31214.3,28281.6,25675.7,25453.7,38753.7,52561.9,42872.4,36199.9,37100.9,44696.4,37450.3,29756.5,22542.2,19273,17611.3,16310.7,15300.2,13975.9,12972,13410.3,17202.9,19922.1,21068.5,20162,17915.6,15639.3,16869.4,18580.2,23032.2,23685.5,23648.8,22390.4,21364.8,19670.9,17108.4,16789.5,19053.6,23194.2,26486,28220.5
63086.9,61556.7,55526.3,44418.9,37763.9,32247.1,28822.2,69330.8,92551.3,94150.1,82429,65992.1,51858.1,40800.1,35246,32901.3,57583.6,66721.2,73904,68995.5,62573.9,59508.1,57590.1,50767.2,42769.4,37004.1,34960.6,32427.7,31589.1,33631,39237.4,56447.5,53545.5,49737.7,48502.7,50772.2,40243.3,30610.5,23748,20055.9,17523.8,16728.6,15429.4,15014.4,13968.5,14393.4,17707.4,20673.4,20840.1,19478.9,17300.6,15213.4,14132.7,18139.2,20919.7,21490.6,20669,19270.2,18378.4,16731.1,15374.8,14338.6,16720.1,19397.3,20294.4,21114.9
45035.7,44378.5,39750.3,31339.4,25898.9,21790.4,18727.8,53328.5,72976.1,69708.2,57013.3,42470,31344.5,22943.2,17534.6,15930.5,49975.1,64064.2,62692.2,54691.5,43885.3,45251.1,44170.1,41599.7,32677,28499.6,25993.6,24668.7,24146.9,23553.8,29245.9,46019.4,41939.4,36253.1,33451.3,36880.3,29484.7,21766.2,15989.4,14374,13474.8,12182.5,10262.6,8961.4,7911.31,9315.6,13097.2,14947.6,14895,14058.3,12323.2,10557.9,10136.4,11280.6,13148.8,13143.3,13307.7,13555.6,13251.5,12236.8,11056.2,10220.9,11097.1,12631.7,14317.6,15689.8
38865.9,42432.3,39351.5,31707.4,26580.1,22843.3,19706.6,47535.8,65005.8,63971.9,52268.3,37995.3,28689.9,22267.2,17311.5,14919.1,41661.4,52677.7,51889.8,49684.7,45526.3,38980,33956.5,35333,30843.2,26538.5,23987.4,22480,21517.6,20097.9,31654.2,45859.6,38137.4,30708.8,34320.2,37888.4,30176.5,21913,15657.2,13242.7,13089.4,12278.6,10812.5,9319.67,8026.12,9876.39,11835.8,13811.8,13866.6,12848.8,11335.5,10616.1,10884.5,13251.3,15355.2,14948.5,14044.2,12778.8,11981.7,12009.3,11933.3,11895.8,13943.3,15372.1,15672.6,16101.1
51499.1,48685.7,40550.7,30607.8,24354.5,20316,17866.6,57403.8,78440.4,78377.5,64893.6,50554.3,38898.3,29252,23751.8,20390.6,50082.7,66810.5,71042,63757,57005.3,48167,44364.6,40743.3,32760,29473.4,27874.5,25114.9,25706.8,25450.6,29222.6,53826.1,53268.3,48732.5,44486.2,43800.7,35417.6,27352.4,21409.4,18797.8,18094.7,16837.1,14846.6,13164.7,11470.6,16300.7,22048,24146.7,23015.7,20510.6,17425.9,14737.1,13794,17604.2,21140.4,23581.3,24417.2,23685,22747.7,21578.6,19550.4,19312.1,20208,23432.9,24870.2,25305.1
64251.5,64168.4,56400.4,45385.8,36928.8,31342.6,29449.8,55758,74877.3,75678.6,64975.4,50114.7,39234.3,30784.3,26670.9,24567,53760.4,68575.4,70941.8,63549.7,59070.5,51881.3,44419.9,41513.6,35322.5,32118.7,30536.4,27269.7,26415.3,25436.9,38986.8,57829.4,51926.6,43465.7,41739.5,45155.4,37200.3,28142.1,22397.7,19423,17903,16031.8,14246.8,13028.9,11895.6,16727.7,20468.4,21812.1,21185.2,20242.9,18104.1,16149.5,15858.4,18193.1,20006.4,22028.8,23479.9,23793.4,23064.9,20765.9,18613.8,17547,20192.8,22912.2,23469.8,23771.7
55144.3,50302,41162.3,32245.4,28138.6,24501.1,21015.1,55774.7,76678.3,78265.1,68817.9,54057.6,41619.1,32365.5,27522.3,26995.1,51479.1,65587.7,70162.5,62837.2,52536.2,42866.3,42960.7,46184.6,39772.5,35464.4,33842,30850.9,27765.9,24753,31649.5,51741,45794,39773.8,37364.2,39631.7,30052,21932.4,15713.7,14032.1,14587.8,14561.4,13598.5,12252.9,11166.1,13027,14662.2,16036.1,16386,15464.4,13579.1,12137,11241.8,14036,17281,17471.1,16331.8,16708.4,16038.8,14409,13237.1,13110.5,15217.6,17004.2,18984.2,20550.8
68797.3,68141,58793,46956.8,40299.4,36351.4,32573.8,78209,102467,99691.4,85145.5,67422.9,51802.6,42227.9,36231.7,34206,65881.4,79527,82019.5,74582.1,61046.8,50185.6,55586.3,57622.3,49916.8,45011,42250.1,38383.9,34645.9,31927.1,40908.7,60284.5,52114.2,42257.6,39863.9,48440.5,41054.4,32814,26793.7,23980.6,22319.6,20293.3,18279.6,15840.2,14170.9,14452.5,16758.3,20575.1,22240.5,21033.6,18802.4,16362.8,15349.4,18434.6,23802.4,24464.8,24337,23393.4,22392.4,20151.6,18266.5,17041.2,18803.7,20310.4,20666.1,21068.6
52297.6,49711.4,42504.3,34918,29745.7,26755.4,24933.4,54328.4,71785.2,69221.1,56866.1,43672.2,33190.8,26357.1,22395.9,20544.1,52403.5,67703.2,72773,66647.9,55459,44160.9,42172.5,40211.2,33133.2,27880.2,27645.6,26145.2,26196,25237.4,34817.9,51856.3,46784.5,41352.6,42234.3,43740.2,34101.1,24948.8,18466.4,16232.6,15927.9,14866.6,13423.8,12440.5,11585.9,14134.1,17771.6,19133.3,18171.4,16112.1,13718.8,12412.6,12549.7,17381.8,21392.9,21298.9,19877.4,18136,17511.4,16368.1,15245.5,14292,15698.1,17805.4,19592.8,20874
61959.6,53965.6,43822.9,33081.8,27070.7,21869.6,22917.3,57848.1,76544.4,74670.3,62554.3,47283.3,35661.2,26358.4,20695.3,19505.1,46595.4,56760.8,55754.4,53453.1,46122.9,36034.9,37979.6,39161,32257.9,28521.2,27298.8,25216.9,23139.3,20669.9,36257,50890.8,44715.3,35276.1,34751,39577.9,31367.2,23051,17510.3,15495.4,14416,12667,11231.8,11210.5,10856,12959,15485.4,17054.7,16768.1,15125.9,12784.1,10682.1,11374.8,13364,17612,18756.6,18692,17391.1,15695.7,14526.8,13591.9,12604.4,14571.2,16454.1,18515.7,20068.6
47902.9,43971.2,38692.7,30725.4,24053.1,19756.2,17672.5,51173.8,71526.3,72757,60548.8,46060,34766.9,27297.2,22047.8,20093.3,47225.8,60769.2,62054.8,55348.3,50846,44319.6,43537.1,41663.7,35064.1,30486.9,28127.1,25367.8,24034.4,23492.3,33053,50123.3,46735.3,41066.8,37869.7,39460.7,32126.4,23763.4,17029,14508.5,14709.2,14709.2,13830.3,12724.6,11998.5,12912.3,15060,16119.7,15503.2,14134.6,12782,11056.2,10869.9,12513.9,14315.7,15607.1,15653.3,14869.3,13811,13547.5,12854.7,12726,13734.6,15843.2,18480,20453
62513.7,59637.3,50274.8,39212.3,31198,27230.9,24195.4,65927.9,93051.1,94705.3,79563.9,62100,47103,36048.2,28377.5,24849.5,58221.2,71765.6,71809,65838.3,63453.3,55956.9,52970.5,51978.9,43411.1,39079.9,36257.5,32458.5,30058.6,34344.3,45484.8,62930.3,57320.2,48740.5,45246.7,46313.8,37600.7,28759.8,21666.1,18758.3,18572.1,17531.8,15785.6,14520.3,13149.1,15233.2,17610.1,18812.7,18879,17331.6,15688.8,13860.9,15578,18820.7,20267.7,20894.1,20925.2,19943.4,18652.6,17001,15051.1,13815.5,16408.6,17943.2,18223.6,18722.5
40346.2,43754,38652.8,31874.7,26448.6,23421.8,21210.5,51329.3,70212.3,72480.8,61803.7,47065.5,35524.3,27805.3,22567,20559.3,44526.4,53398.5,51393.4,44064.5,45664.5,42664.1,42093.4,40637.2,34083.7,28982,26880.4,25443.5,25534.2,24397.4,27410.9,46438.6,42956.3,37235.3,38809.4,40378.6,31013.2,22713.1,16184.2,13724.4,12762.4,11723.4,11172.2,10952.5,10908.1,11134.9,13814.1,15476.7,14666.6,13389.6,11793.1,10316.4,10412.7,15405.3,19084.7,19376.9,18468.9,16638.9,16174.3,15991.2,15783.1,15234.9,15727,16919.3,17806.7,18681.6
56333.6,56618.1,52794.2,45280.1,37084.3,33416.6,30748.7,74688.8,99680.8,98180.7,80724.6,61439.9,47191.1,35930.4,29570,25745,69551,87803.8,84379.3,74898.2,63077.4,50621.3,51534.2,50308.4,42291.7,37111.2,35312.1,32161.1,29830.4,27043.3,39675.6,57677.2,57766.7,52776.4,48702.7,48170.4,37211.9,27913.3,20726.5,17186.2,16073.7,16024,14862.8,13478.5,12852.2,13948.6,15453.8,17056,17587.9,16091.6,13531.7,11087.4,11532.8,19717.5,24120.1,24061.7,22101.4,19748.5,18157.2,17542.3,16408.9,15614.2,16154.5,19136.8,19845.3,20192
46621.8,45040.6,38619.9,30890.8,25929.3,22993.6,24843,46412.1,63181.8,63762.7,54113,41011.7,30712.5,23502.3,19031.5,20811.9,43484.9,51940.2,50943.4,51377.5,48586.4,41431.5,35148.4,35627.8,30089,25896.4,23255.1,21235.4,20120.9,20355.8,31102.9,44066.7,41093.7,35613.1,32737,35294,28322.1,20867.5,15157.4,12889.9,11708,10298.2,8677.54,7500,6720.04,9171.67,11328.8,12441.8,12778.2,12306.7,10742.6,9358.01,9091.12,11725,13112,13568.4,13483.9,13135.1,12899.4,12017.7,10863.6,10566.4,11406.1,12097.5,12590.8,13388.6
60185.9,55154.3,46981.5,37372.1,31494.3,26655.9,26861.6,59611.7,83391.6,83071,70066,54426.8,42211.6,32749,26636,24736,54651.5,70497.6,70579,62502.7,59378.6,52777.6,46584.9,48968.5,43512.2,40795.4,37144.3,34626.7,31714.8,29742.1,37316.8,58496.5,55122,47548.8,46246,44485.5,34266.4,26594.4,20686.5,18025.9,17865.8,16485.6,14835.1,12955.1,12451.4,16773.4,20269.6,20989.6,20872.7,20359.9,18667.3,16416,15567.8,20803.5,23115.7,24820.6,24597.3,23278.4,22151.9,20133,17727.6,16476.3,19672.6,21621,22412.4,23060.7
49067.1,44812,37422.5,29580.3,24951.1,22642.8,20640.9,54263.5,72839.7,74057.7,65815.8,52320.8,41102.7,33354,28436,26744.3,54092.3,67323.4,67479,58142.1,52227.5,44988.6,39929.9,37223.4,30586.5,26572.9,24961.2,24508.9,24740,24668.1,30950.3,46604.7,41230.2,37406.3,39746.8,40470.7,31770.9,23439.3,17124.9,16025.3,15944.2,14772.4,12687.8,10976.6,10056.1,12129.5,14946.9,15950.1,16051.9,14837,14003.8,12900.2,12217.9,18243.5,21711,21470.1,20151.5,18861.6,17414.5,15657.3,13761.9,12816.3,14721.4,17135.3,18487.3,19484.9
63966.5,57713.3,47487.4,37746.1,31215.9,28536.8,26492.1,65039.1,86209.4,85563,71742.4,54483.6,41515.4,32372.2,25500.5,20872.9,61878.3,80769.2,83412.4,73526.2,65878.2,56998.5,49473.5,48611.2,40596,34824,33253.8,30721.8,27802.3,24930.1,36851.8,59923.5,57872.2,53246.6,52053.8,50622,39405.4,30006.8,23556.6,20213.8,18354.7,16165.7,13688.7,11789,10744.6,12001,15781,17614.8,18411.8,17166.8,14645.5,12647.7,12237.1,18281.4,21416.6,20855.8,19990,19023.7,17725.9,15753.2,14099.6,13540.2,15519,17636.9,20229.4,22057.6
51471.8,48533.4,41913.6,32600.2,25731.9,22022.9,20056.6,50848.8,69136.5,70221,60437.4,46569.8,35502.9,27423.2,22615.3,19838.8,48512.6,61884.2,63838.1,55979,51095.4,44227.3,40196.8,39309,34667.4,30181.2,28225.6,25133.6,24436,23939.1,31717.5,46688,40752,35729.6,38858,41716.2,32989.3,25014.4,19223.5,17638.9,16468.4,14794.8,13158.2,12575.9,12006.5,13259,15430.3,16723.2,16531.1,15127.4,13192.6,11639.9,11484.9,16130.9,18195.2,17427.1,16126.6,15269.6,15122.6,14478.1,13809.5,13634.3,16029.1,17962.6,18670.8,19360.5
48181.3,46849.5,41878.5,36601.1,33523.2,31602.7,30706.7,61357.9,79444.9,76944.9,67658.4,53156.8,40792.6,31345.4,26817.3,25136.9,52638.7,63819,65084.8,60574.3,52136.8,42909.7,46614.3,46221.5,39526.3,35275.5,31953.8,28344.8,26322.5,24061.8,32481.2,50328.7,44884.2,38012.7,34437.7,38124.6,32541.2,24216.6,17200.4,14572.6,13548.8,12286.5,10578.7,9039.6,8082.67,9756.88,12155.5,14704.9,15293.2,14271.9,12194.1,10255.1,9836.16,14582.6,16821,17361,17429.3,17113.8,16230.2,15435.2,14027.8,12946.8,14133.8,14951,16259.8,17543.5
52958.9,45866.2,38130.3,29314.1,25041,21322.9,20278.4,58685,79793.2,77802,63517.5,47912.5,36800.9,28611.8,23280.1,20354.5,45592.5,57188,56391.7,50424.7,45362.5,39672.8,43587,43281.4,36221.2,29899,27300.2,25922.2,25154.3,23478.3,32409,44911,36280.6,29328.8,28279.7,34966.1,29504.7,21946.6,16098,13252.8,13170.4,12047.8,10564.3,9077.36,8458.42,10116.5,12734.8,15308.1,15863.6,14943.6,13083,11181.6,10586.8,15268.3,17435.8,18685.5,18136.2,17687.1,16441.3,14852.4,13670,13315.3,16450.6,18938.8,19285.6,19402.1
50598.1,47819,40036,31067.6,26820.4,24797.3,24087.5,53356,68153.6,70060.3,60940.1,46003.3,34728.5,26656.8,21327.2,18931.7,53432.4,70000.6,68991.3,61283.2,50832.8,43500.5,45647.4,43316.2,36429.7,31151.1,26907.2,23326.4,22867.4,23554,28241.4,48404.1,44921.5,39585.4,36955.9,40443.8,33008.1,25403.8,19228.1,16619.3,16171.5,14561.3,13588.9,12364.2,11915.1,13028.8,17315.4,20257.9,20076.6,18431.2,15862.4,13562.3,12892.7,18517.4,21094.3,20751.1,18883.6,17760.8,16799.6,17005.3,16188.4,16093.3,17154.6,17878.5,18450.6,19059.2
47559.4,45706.5,39991.6,33294.1,27611.9,23924.8,20955.6,47565.6,63278.6,64892,54472.3,41691.2,31858.7,24542.2,21221.2,20053.4,40453.8,50506.3,50585,44817.6,41666.1,41563.7,39843.8,35313.8,26003,23022.6,23532.6,21753.8,20811.9,19080.7,30556.6,48931.7,43652.1,36937.8,33501.4,35476.3,27030.7,18791.4,13573,12609.5,12362.4,11636.3,10316.7,8939.1,8707.22,9668.25,13906.7,16530.5,17689.8,16893.1,15435.2,13636.4,13589,18402.4,20595.2,20236.5,18576.2,17762.1,17733.2,17228.5,15839.7,14607.6,15248.2,15808.6,16384.5,17122.3
45789.5,49218.8,45166.7,36531.6,29325.8,24596.3,23614.4,53573.1,73776.7,73139.2,63065,49060.3,39338.2,31120.1,25120.1,23765.5,55616.9,74645.7,76581.1,68772.6,57595.5,54213.2,49872.8,43380.7,31461.7,32975,34996.8,34105,34206.5,34332.9,36476.6,54706.7,48812.3,39830.8,37479.2,42324.6,33748.3,26970.8,20544.1,16826.1,16568.5,16398.4,16298.7,15467.6,14155.4,14595.4,18077.9,19888.2,20561.8,19527.9,17106,14634.7,13327.7,20544.5,23972.1,24451.1,24406.2,24013.4,22692.2,21245.2,19981.1,19232.6,22013.7,25420.4,29496.3,31669.2
45472.9,41533.1,35807.5,28984.9,25105.5,21489.2,19132.6,47889.1,64993.1,63629.3,53394.6,39649.4,29047,21919.6,17950.6,15789.3,37560.9,48105.5,48564.2,41929.8,34305.4,35824.2,34653.1,32461.7,24298.1,22741.1,21861.2,22516.9,22200.6,21973.4,29863.2,42976.2,38182.3,31991.6,31139.7,32923,27222.7,19288,13526.4,12028.5,12745.4,12695.2,11619.5,10270.7,8977.36,10757.7,13529.3,15208.9,15252.4,13993.7,12020.7,10451.4,12061.2,15311.6,16320.7,16032.1,15102.5,13965.6,14308.9,13915.3,12915.3,12651,13437.1,14857.6,15020.8,15266
47660.5,48347.9,43078.1,35219,29676.6,24749.9,22027.2,56595.5,77331.8,75801,65188.1,51035,39167.1,32352.2,29227,27899.3,50471.6,58893.9,56607.1,50767.9,43698.9,41783,40695.9,39169.6,31310.8,28455.3,25587.8,24235.1,22100.3,22455.1,37638.7,52156.2,46261.4,38673.9,39029.7,39801.2,31337.8,23627.8,17685.5,15864.8,15055.6,13939.7,12972.2,11885.9,11024.4,12376.1,14710,15442,14928.8,13965.7,12131.3,10428.9,10614.8,16806.4,19955.9,20001,18700.5,17310.4,16392.3,15547.4,14464.4,13453,13657.2,16494.6,17645.2,18325.2
52268.2,49810.7,43196.5,34759.2,30327.9,26493.9,25240.5,60055.8,80978.6,79032.2,67011.3,52181.1,39109.1,30736,26041.4,24060,56949.1,72293.8,72073.1,64150.3,53520.5,46344.7,48184.3,46626.4,38052.4,33968.6,29905.5,31060.1,30772.8,29905.2,38313.7,54707.6,50035.7,44652.4,47982.7,46829.1,34951.1,25789.6,20155.5,17892.8,16945.1,15333.8,13983.3,12532.9,11836.7,11970.6,15125.2,16499.4,16455.2,14926,12845.4,11431.9,10979.9,16228.5,19659.3,19843,18261.2,17196.9,16837.2,15364.7,13489.1,12935.4,15252.7,17165.2,19146.8,20608
45163.7,45729.2,40476.9,31671.9,25890.3,22128.4,19377.5,49326.5,70124,71105.2,60364.1,45595.8,33923.1,25891.7,20646.3,17759,42605.5,53497,54032.1,50163.1,48320.5,47872.7,44571.2,39695.3,35818.4,31962.4,29091,30246.7,29681.9,27513.2,32894.9,46409.7,42129.7,36942.3,34803.2,35851.6,30409.9,23052.8,18573.6,16529.5,15368.4,13717.4,11523.3,9891.33,9145.32,9689.45,12638.6,14140.4,14941.8,14040.3,12710.6,11692.3,12399.5,14234.3,15213.5,15333.9,14567.6,14144.5,13245.5,12484.4,11738.3,11483.6,11972,13170.1,14096.5,15078.1
57189.1,54347.5,46385.6,36450.8,29559.3,24020.7,22277.8,60657.4,79402.4,83717.5,73648.3,58319.9,44936.8,35251.1,29094.7,25617.1,50447.6,67277.6,68900.8,60038.5,48678.4,50573.1,52481,48454.9,38881.6,35835.5,33103.6,30394.2,26536.3,22351,37883.3,57281.6,49308.6,41612.6,44789.7,44595.3,34732.5,26056.7,19877.4,16424.9,15770.2,14004.8,12163,10854.1,9554.07,12264.9,16808.7,20026.6,20837.5,19276.9,16423.9,13591.4,13979.9,15600.7,21098.4,22891.3,22417.9,20917.7,18988.2,17258.3,14943.1,14499.5,16376.2,17537.9,17666.1,17902
42994.6,40670.7,36932.5,30070.8,24838.2,20979.6,18440.4,48219,65883,67135,55789.4,42392.7,32254,24787.9,19814.2,17467.4,46093,60555.9,60299,50678.7,40611.3,38802.9,37000,35929.9,26805.3,25223.6,23447.8,26482.8,28482.2,27690.9,27922.9,48270,45812.1,38969.1,40502.9,39802.3,30192.7,21979.9,15558.6,13377.6,13180.7,12565.6,12126.8,11634.6,10767.6,13734.6,17766.7,20378.4,21086.8,20004.5,17481.1,15044.3,14129.3,15591.7,19262.7,21035.9,21268.5,20299.1,20139,19407.9,17505.5,16330.3,18649.2,19565.9,21210,22487.6
54236,53572.6,47045.2,37530,29831.8,24219.4,20885.4,57357.5,79419.4,78958.6,67558.8,52219.2,39880.5,31337.6,25672.3,23293.5,48544.3,64117.4,67217,65144.4,57299.2,51620.4,46869.7,45245.2,36378.8,33785.9,31440.4,29780.6,27244.9,30591.5,36471.7,52840.1,48777.3,41431.4,43539,42779.2,34211.2,27492.8,20795.8,18653.1,18759.8,17887.6,16181.6,14978.6,13560.7,14685.5,17731.7,19576.7,20095.9,19549.6,17974.4,16268.7,15300.1,18327.1,19676,19041.2,17539,16413.9,17771.7,18135.3,17262.8,16129,16643.2,19576.9,20609.4,21138.1
45574.7,47742.8,42402.1,33539.9,28052.9,25028.5,22558.1,61087.3,81992.1,79099.1,65114,47719.8,35226,27276.3,21662,19954.8,47377.4,58085.7,57870.7,53905.9,49122.4,42700.9,39284,37961.7,29624.5,25695.1,28098.1,27318.3,24100.2,21905,23429.2,44759.4,41563.3,35794.2,35053.6,39541.8,29530.7,21374.9,15709.8,14575.2,13573.7,11893.1,10167.7,8682.04,7616.57,8333.99,12455.5,15010,14734.7,13380,11433.3,10241.1,9793.34,12912.6,15072.8,15888.3,15007.8,14963.1,14049,12504.2,11375.2,11187.3,11590.1,12070.9,12920.2,14003.2
48437.2,44680,36551.7,28009.5,23955.8,22128.5,19596.8,54764,74411.3,75296.2,65028.2,50328.1,37990.5,30474.8,24752.6,23983.8,51832.2,63926.8,64220.3,56735.4,46199.9,41386.7,42165,40102.8,37829.7,35113.8,32507,30057.9,28349.6,29491,32774.9,52423.5,51538.2,45142.6,44191.4,43527.1,32518.8,23487,17513.6,14957.9,13789.3,12635.7,11382.5,10249,9797.42,12654.5,15169.5,15962.3,15656.8,14249.1,12412.4,10520.9,9920.69,11686.3,14533.8,14937.6,13971.4,14590,14912.8,14216.5,13090,12318.3,14569.8,15678,17235,18619.2
