rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014,rt1_2015,rt1_2016,rt1_2017,rt1_2018,rt1_2019,rt1_2020
3629.92,3106.01,2268.7,5695.58,1088.68,84291,6954.26,2365.14,10298.9,5316.86,2006.36,1737.1,2431.75,3365.71,62195.6,2313.77,9788.12,15219,1789.73,13580,7708.14,8235.17,3914.69,10998.3,2305.88,5351.21,5875.73,7860.01,9678.35,31757.5,5970.02,9613.75,1219.66,26344.9,1741.83,1582.98,2300.22,853.613,2787.5,3606.95,2982.64,724.922,1192.55,5555.49,5655.98,4378.31,3356.4,1091.88,846.978,607.935,2695.84,10572.8,1354.18,5695.61,3017.99,1942.06,2713.79,2846.01,2823.07,698.399,6491.52,6033.33,5564.87
3206.7,1845.56,2788.55,5514.93,4974.86,78028.9,1775.5,6758.02,1170.31,933.004,2227.17,2395.62,4179.33,1678.95,59833.2,4122.34,2196.96,13564.2,877.081,11935.8,5273.87,10359.4,6753.44,7033.07,4624.86,670.773,6948.54,6356.42,25323.8,25353.5,449.787,14554.5,1719.81,9137.43,5078.18,811.778,767.249,2657.94,4913.32,1491.22,608.43,1419.49,1689.34,4164.18,7236.38,2508.67,1226.59,714.21,736.14,988.336,4350.73,9504.35,2217.85,692.234,2756.72,3283.76,2451.36,2392.55,1679.31,1590.59,5592.77,3347.91,2452.52
2796.32,808.665,1682.28,1774.1,2430.78,47188.2,3270.95,7978.07,967.702,2690.44,1352.31,1322.13,3738.21,666.193,48663.8,2320.06,2744.77,7142.3,3411.45,7739.11,4043.39,6901.87,3736.85,4364.33,977.872,7311.82,2832.8,1774.88,11338,35436.8,1827.66,8832.65,560.257,8957.65,2208.71,1024.07,1064.4,1112.24,3179.08,430.041,1659.25,1206.62,1081.75,2973.11,2309.97,2298.07,530.972,1795.01,411.616,1143.36,2455.7,7762.34,1146.97,1533.91,1528.87,1280.49,364.947,2272.27,543.501,1744.64,3633.38,5355.78,2266.28
1753.95,2286.25,1912.6,2264.67,1814.25,58489.9,4140.94,2321.76,5140.43,1877.39,972.815,1318.21,1875.97,1357.88,62858.1,3681.12,5089.49,1593.45,3848.78,8920.38,3143.31,11245.5,2570.75,4917.13,3134.34,2727.32,5631.5,4735.86,21106.6,17360.2,5865.88,6967.19,603.628,17742.1,1166.44,2133.97,855.657,2065.16,2451.17,2076.48,883.087,823.153,1470.25,2544.84,7192.28,2311.94,973.912,736.711,497.545,368.233,1721.59,9078.41,1054.96,2180.16,1934.43,2837.35,1971.87,1295.47,1178.73,1797.73,1296.44,9409.9,789.037
2583.43,2124.12,3244.75,1588.55,1827.86,80628.6,1870.39,2097.26,2401.76,2174.48,3502.27,2084.96,3854.67,2759.26,54946,10077,3291.73,2716.37,13694.1,4557.22,11639.2,7673.63,2096.39,6545.96,1821.38,3689.68,5581.19,3233.23,15985.6,40101,1678.27,7716.64,807.211,17765.3,2090.14,1120.63,2009.98,1194.27,4027.06,2925.88,472.684,1039.84,2811.44,5602.46,4885.46,713.662,2015.28,1895.45,375.884,872.015,1724.12,11513.7,1193.45,3146.8,4684.94,541.672,867.626,2327.93,1447.62,1885.78,3070.45,5701.28,2646.43
2325.6,550.844,4814.24,1911.88,1543.75,67760.1,6137.6,2663.07,2284.7,1962.35,2442.17,545.083,2401.96,4826.21,57812.3,6589.09,799.117,3404.02,10103.8,8733.73,2351.6,5494.55,7349.68,6453.36,5056.32,3018.97,2243.87,3165.21,9884.67,40411.5,932.465,13028.9,2523.65,7136.29,5006.86,5074.78,910.19,975.98,2393.53,2782.68,933.966,1282.29,1258.81,4172.07,10462.9,1916.4,1587.91,346.123,1612.29,1601.6,3434.74,12473.7,663.497,4311.37,1926.55,1860,3106.12,1782.42,1936.73,1654.78,4861.79,3930.89,1538.4
763.526,2704.49,1574.63,1139.72,1873.23,56736.2,2405.03,3009.98,3856.4,901.126,2047.3,2001.9,1980.65,2072.85,48358.1,8097.49,717.445,2834.31,4765.38,11091,2500.41,11271.4,3538.23,4694.85,7738.36,2716.02,1044.58,6283.06,9358.05,28482.5,3178.71,6739.62,1464.77,9262.62,5990.04,2650.63,1011.8,846.649,4651.62,817.318,1112.02,421.299,1821.95,4365.63,5333.2,2297.92,1094.66,969.318,700.129,777.449,4243.4,2695.66,8170.25,2200.29,1108.19,2460.42,952.268,693.98,1648.6,3270.01,1580.3,8481.48,1668.14
1924.27,1666.38,1119.91,1036.19,2859.64,57425.2,2883.57,990.472,3466.69,2430.87,2046.88,769.336,3962.08,3609.76,44035.8,6276.54,8321.02,1606.14,6289.49,9588.97,1789.01,4769.33,2753.48,5591.46,4195.25,3959.34,2482.92,7115.01,12989.5,33305.1,3336.78,1845.35,1778.11,10666.1,684.926,958.966,2051.22,847.989,2616.38,754.382,864.155,1008.68,460.508,3593.9,5705.65,511.693,336.271,1037.54,611.047,611.623,2367.03,6172.42,841.97,3292.56,652.959,1452.83,1404.79,1334.21,784.003,2267.17,4450.38,1419.53,1596.55
2247.03,2046.43,1459.47,3158.24,968.934,47287.2,1382.68,13582.4,2580.89,701.202,2621.5,1401.56,5480.83,3877.25,48217.5,2094.7,2362.93,1573.24,2531.7,7904.42,6221.52,8079.08,4292.82,3416.29,4864.15,3161.47,6001.74,4070.83,9412.49,33066.7,1772.44,985.094,5871,11444.4,4478.21,761.481,1130.82,222.097,3973.31,1181.27,1338.53,700.058,2312.19,1734.52,5144.94,1168.68,1053.21,1004.8,838.574,566.316,6247.28,4822.9,1302.6,393.151,2206.24,1227.12,1871.46,1029.75,2170.67,489.751,3300.24,4663.19,2317.8
1547.75,3863.45,3654.93,3897.47,1976.48,73815.3,7432.58,1619.77,672.821,820.904,3170.48,1292.71,4686.28,1513.82,74482.6,2314.4,4339.86,1722.73,8292.09,9624.22,5681.92,5259.56,7541.69,5403.51,7249.71,2796.31,3919.88,7229.07,14065,31176.8,3271.18,4867.11,15288.3,9719.77,2352.78,1448.64,2007.4,641.655,2973.2,2475.74,2214.09,1367.26,213.073,1729.55,9509.57,2352.88,1086.36,1099.34,779.888,1509.28,1563.9,7542.01,867.35,2536.91,2280.5,1603.69,2762.73,1264.28,2478.26,578.799,4737.16,4114.42,2484.27
5775.13,1927.92,2448.31,5855.32,2241.54,79019.4,2615.06,976.465,4669.19,696.734,2640.88,2140.97,3555.36,1461.47,57038.3,3425.31,2331.41,7425.75,5060.15,13236.9,2448.79,11369.9,3507.72,6001.98,5951.36,3731.99,6175.99,4192.43,13490.9,42250.7,4057.29,3533,11931.6,6672.7,1546.4,1954.66,660.982,1683.78,4784.35,518.974,1252.01,1665.22,1212.45,2520.26,10609.7,2084.83,2281.53,335.828,1485.2,781.957,425.67,13005.9,2242.13,3480.85,1434.22,2837.92,3339.91,3221.84,2182.81,783.688,3496.19,6194.99,8579.98
4293.88,4269.04,1584.38,4237.65,3000.1,43250.5,4861.45,16062.8,4044.62,1304.74,5182.31,2338.56,3519.53,2300.29,47546.7,2966.93,2975.02,7371.07,2036.56,10033.5,11171.7,4727.21,4568.28,4401.1,5026.72,1361.69,6031.25,5314.07,10202.2,35614.4,4240.67,1350.61,7449.52,8631.75,2452.28,1720.76,2360.9,4025.61,2021.82,826.746,1828.59,544.588,790.892,2340.55,3897.5,4564.41,2153.59,223.221,1022.31,933.227,986.36,4199.65,4211.81,2785.75,2855.32,2365.48,549.285,1525.74,1856.55,4524.5,2281.18,2514.65,2034.09
3330.78,4436.29,1192.39,3040.83,1549.32,87284.2,4031.59,797.9,1698,1397.96,2165.9,1535.22,1323.83,5938.24,63979.7,2407.37,6485.55,3560.48,5830.54,7575.45,15138.1,7471.91,3428.95,8516.76,5514.86,5647.33,5007.12,3285.75,23115.3,22965.2,1872.51,2224.8,15607.7,11644.5,3280.5,1874.4,2289.51,2187.7,5187.99,850.971,2465.33,554.434,1727.66,2807.81,6487.91,862.519,1786.56,317.294,703.295,1246.61,1241.05,8857.62,8538.51,1511.61,1105.02,911.705,1706.58,1423.35,1938.04,2685.35,2349.06,2334.83,3260.15
1845.22,1359.27,4953.19,958.941,1687.1,45605.2,12400.4,1407.83,1861.37,883.787,1591.09,1474.21,2251.12,2285.82,40022.6,3180.33,11572.9,4741.46,625.745,11348.4,4214.97,9688.56,2047.95,1769.67,6184.25,2381.15,3187.05,2225.1,19135.2,23432.2,2294.16,808.151,10041.8,9683.74,4209.73,1464.4,1844.41,958.61,954.446,1971.6,1189.71,1227.73,1084.92,2786.33,6869.21,986.801,1131.64,586.807,867.22,1454.18,3050.01,6615.15,1628.43,3143.49,943.067,3103.83,1175.66,1099.09,1038.6,965.056,4119.99,3906.96,2408.23
266.719,4946.25,3479.53,1086.71,2020.55,51543.8,4537.05,1978.74,6387.26,4521.1,1833.08,2071.7,1144.45,5668.24,46316.3,3609.69,11679.3,4381.3,622.551,8961.54,8170.31,9028.11,4764.56,3072.41,2647.01,910.329,5301.32,1641.4,16862.1,29734,3571.42,4183.84,10509.5,9799.16,2143.96,1752.49,947.747,920.269,4303.95,221.144,727.658,1406.27,874.889,5635.2,2242.66,3811.6,1007.36,774.425,308.872,1040.4,2690.18,6415.1,3178.73,2900.22,1554.94,1450.05,1977.86,541.537,1343.02,1041.18,4612.58,3101.93,1331.91
3832.06,920.068,3102.97,2493.48,6007.02,62467.3,10906.4,5287.05,5525.16,2507.87,1360.38,1206.18,2025.74,1623.41,61008.2,3813.21,9703.05,11527.5,2569.32,5489.62,8378.31,7323.9,7790.96,2787.91,4053.71,3133.78,5833.73,4203.86,28142,25735.7,3501.8,7058.65,6119.41,12397.3,3736.77,998.321,1109.32,1554.52,4699.75,1243.04,1494.2,624.365,732.487,9770.58,2771.06,1640.84,3398.27,1143.67,1254.14,1116.28,2079.36,10012,5918.48,1695.12,2828.08,1193.8,2890.31,1387,2411.34,3173.63,3663.61,4958.46,2294.96
2050.44,4625.59,1499.42,1852.73,1647.09,45997.7,13755.6,1700.07,4811.45,3484.44,1699.42,525.326,3489.28,4706.56,52814.7,1540.93,4865.57,6748.41,6986.89,10115.4,4799.43,2335.96,5133.69,4663.83,3409.12,2139.08,4296.7,7201.08,11126.6,28583.8,1216.97,5097.62,5417.86,13992,587.395,1392.3,1854.54,768.819,3000.44,671.585,1233.58,1394.54,683.029,2647.01,7942.93,300.02,1084.73,595.374,916.034,486.4,4016.53,4814.67,2074.89,2139.9,1798.87,866.644,2075.81,1737.9,692.197,1620.09,2942.87,2218.09,2966.2
1475.88,1646.04,3698.53,1954.54,2194.07,59027.1,3717.54,6346.81,2471.69,3554.43,2138.8,918.995,4088.3,1025.18,44821.3,2463.7,8993.6,3895.58,5010.61,11552.8,6593.44,3011.53,4683.07,6740.67,4908.63,2359.37,4023.52,5168.44,14967.5,24034.7,1766.16,1957.5,5488.83,15512.9,1987.14,999.1,996.865,3078.04,2279.82,2219.17,1282.13,986.177,609.502,4559.68,3142.12,390.803,649.359,2389.29,950.208,451.84,2513.68,5412.8,2908.44,1240.46,2380.23,2093.03,2488.44,513.8,581.391,2095.4,2135.41,2784.24,3174.35
572.771,1387.81,2421.79,4847.03,3421.26,68526.5,8125.31,3736.91,4235.48,633.74,1659.37,3622.06,4289.49,7723.39,57700.1,3878.65,7076.88,2429.46,6822.24,5378.92,9319.88,12099.6,7711.02,2136.39,3503.63,3905.76,2733.02,10214.9,14433,32980.9,3691.73,9199.33,3749.25,12672,1089.89,1807.06,2114.61,1137.22,4171.91,928.721,1627.18,563.021,1112.85,2683.16,4892.89,1823.78,4498.46,420.337,1591.92,771.038,1111.68,6872.4,6958.42,2124.63,601.674,1393.49,4361.67,623.412,2819.19,1500.85,2610.31,2373.95,2195.01
2037.92,3806.57,2201.98,888.857,3696.38,55061.2,3576.41,5295.18,3139.84,3240.5,2938.17,708.8,2192.47,2519.93,50517.3,2455.5,6302.17,1772.39,12649.6,8101.58,5097.17,8056.09,4134.73,2512.93,7462.09,5001.59,2711.14,1479.4,18768.7,26551.7,3668.93,1501.96,9870.93,8775.52,4280.26,980.883,882.235,885.977,4035.88,1019.72,1471.69,419.469,380.71,1901.12,8123.22,966.373,1417.6,704.196,294.622,1507.68,1076.59,3005.36,7607.8,1704.59,1107.69,584.234,1368.14,1726.58,2017.15,1719.75,4039.68,1126.63,2816.11
3618.34,1219.93,2457.75,962.879,2064.89,63379.3,13229.1,3228.13,1242.27,2490.22,2111.76,3396.02,3439.28,1100.14,59511.4,2144.29,13526.7,2280.75,7905.65,8826.21,2836.08,8156.46,3200.23,10101.9,6040.88,1864.15,4270.77,2820.92,14189.2,39193.2,2231.47,1762.11,8056.98,13262.5,2561.56,2315.97,1617.44,729.951,3084,1191.06,783.521,1227.94,1654.02,7424.47,1830.56,3721.85,805.264,730.436,575.71,460.713,2115.51,12383.4,1665.83,2029.56,3103.22,901.139,2047.97,777.089,512.616,2718.19,5327,3211.79,1498.83
2525.56,1773.77,700.272,2294.19,3032.6,44187.1,11910.5,4712.71,2534.11,3236.61,804.011,2358.51,3434.79,2079.27,45598.4,6344.23,7240.53,4373.57,3461.76,11585.7,11073.1,1436.75,2691.97,4651.77,6086.56,3068.81,3433.36,7015.68,5122.69,35331,1988.47,4894.82,9441.19,14406.8,1436.18,566.294,1645.32,1609.74,2681.25,1064.99,1285.51,1006.09,832.395,7838.68,2357.92,2864.19,2172.02,1217.67,398.066,357.75,2006.75,9344.07,2337.79,1496.58,1901.48,1502.02,362.354,2475.64,1901.25,1139.04,8118.34,2863.67,921.231
3338.69,1334.07,1739.39,2982.05,8325.68,41827.4,7527.56,2481.51,4340.51,1441.35,1836.45,1662.4,1335.01,2696.04,52022.9,1298.3,2635.96,5556.72,6898.81,3702.74,7528.47,2512.73,1704.37,11284.7,1982.04,1222.79,6731.48,4510.97,14011.6,16083,4052.93,2223.7,8041.21,14957,3032.94,1284.06,948.034,1086.49,4371.83,412.862,714.683,1484.68,331.339,2635.14,6616.97,1773.8,1597.53,251.246,1016.27,373.317,2481.73,6467.96,1455.1,2425.61,1613.73,2053.34,388.702,2385.23,2006.31,1065.12,3007.22,4280.5,2407.85
1579.52,2797.64,1657.63,2069.08,2774.64,66859.8,2858.31,6222.84,1780.44,1107.22,2988.86,698.979,3774.63,4429.24,44641.7,3790,2606.87,5786.74,8034.63,13893.1,7320,1211.95,2616.49,1468,6969.64,6950.91,2572.03,6611.96,22725.8,11215.3,1640.5,4626.46,6696.69,18393.2,1684.22,942.709,972.93,1999.44,4110.16,969.616,1120.29,506.246,691.729,5711.31,3199.71,912.816,1498.07,991.619,432.816,1033.7,2670.28,5376.4,1836.45,6218.98,880.154,646.249,1020.8,1469.59,942.005,1661.15,3516.48,3623.41,1449.64
4978.37,1277.49,3149.58,1336.06,3407.16,62174.8,10103,2373.74,6143.51,578.037,2512.21,2348.64,754.906,3776.93,43663.9,12516.7,6150.25,8983.65,1035.46,13344.8,12987,968.186,2678.86,8258.31,2173.97,3981.53,2522.45,5958.39,33110.1,15699.1,576.826,7298.07,5209.36,9387.24,5172.9,1328.63,1457.17,1262.38,1546.9,926.934,621.672,1311.31,234.462,5455.19,4687.17,907.321,2235.96,349.756,238.191,2694.64,1114.68,5360.95,3717.65,2031.79,1908.08,1221.76,2537.91,739.095,677.808,2145.63,5086.78,1331.71,2286.77
5005.9,1873.71,2073.03,1640.6,2101.7,52305,1594.56,8032.22,1440.96,1000.53,377.458,1815.26,2849.88,2912.64,44559.7,550.298,2943.66,4395.06,1197.46,18635.4,1687.1,1334.03,5996.57,1568.36,2681.14,5015.26,3683.76,1505.06,25794.8,12357.8,4174.67,1751.28,9252.23,6563.52,3868.06,1076.21,1192.16,1477.01,2922.97,1113.62,1391.96,1471.77,1282.31,2857.79,6581.1,821.856,1511.81,1284.36,641.063,1602.39,6558.36,3075.87,3616.37,2560.97,2490.65,1180.3,1847.01,2062.35,905.333,1571.48,5642.58,1920.94,3184.82
3567.91,3118.11,2696.61,2809.76,2418.27,67133.8,3328.39,3406.59,2231.95,1843.17,1480.03,4278.15,1197.25,2825.88,54416.4,8813.52,6353.27,1943.34,6251.86,22486.5,824.383,6178.35,6856.54,2396.13,3420.12,2871.01,7121.36,4486.57,29249.6,11457.2,7394.22,6066.06,7013.91,14515,1795.03,1832.97,1363.59,1077.9,5885.82,2165.05,577.338,1407.35,570.929,5564.51,3413.89,2178.52,1068.85,837.548,1181.27,602.25,4747.63,2345.41,6430.77,1465.42,1605.39,1567.46,2261.01,1423.34,2094.65,3057.3,4142.77,1788.68,1740.1
4392.2,1309.89,1497.59,4350.2,6959.65,43700.8,9657.55,5640.78,4745.44,1478.13,2009.84,2902.18,1966.9,2586.74,52614.7,5891.55,7737.29,1420.29,3338.84,19882.4,2386.26,2523.74,3850.02,3581.51,6610,3204.5,4932.49,3733.8,30340.4,13498.3,5180.41,2087.47,9981.04,13594.6,764.983,670.62,1880.66,1664.44,4001.7,1646.42,1852.02,1076.99,1058.96,6140.43,3070.54,1304.19,1967.3,727.208,649.261,1340.04,3144.89,3544.5,5886.26,2370.95,794.241,5120.11,850.005,1496.61,1726.07,1585.07,4561.51,5462.16,740.752
2253.51,1824.67,2222.7,3702.14,2173.74,64596.5,3631.26,3185.36,3239.15,1713.8,5926.52,850.727,5626.78,2003.44,43628.5,2433.86,3368.14,6508.86,11053.8,15431.9,1232.84,2528.18,7281.08,4331.88,4405.12,5883.02,4189.38,1327.53,16372.4,24776.9,6339.98,1379.01,18628.1,4506.25,1412.53,2212.8,833.154,1286.69,3484.3,1029.69,1136.4,925.333,739.73,6045.24,3819.82,1257.99,1259.3,485.345,1566.28,642.913,2054.52,11719.3,2299.72,1328.83,1558.25,1524.48,2859.7,1657.19,1834.45,1135.02,4604.12,4873.08,3891.12
825.934,5086.3,4158.9,2737.26,1667.84,61914.7,4903.67,6818.38,1333.01,3432.07,2004.36,2514.82,549.495,6631.78,42887.8,7679.85,11277.9,2372.07,7213,17889.5,1069.02,3270.52,4083.54,8753.3,4051.34,1307.04,11343.3,7430.17,16483.7,18191.3,5690.55,1997.47,19115,4988.19,4706.31,3919.82,958.394,2018.45,3993.97,2237.63,395.582,693.11,1289.63,6412.48,5611.88,4185.46,1229.99,995.379,922.79,818.133,2593.53,6109.03,8779.15,2086.46,2218.08,1887.36,4310.6,942.832,903.661,3665.32,5519.72,3098.03,1926.61
3505.53,500.929,3185.82,1291.13,2641.18,75929.6,7364.44,816.303,3659.88,1941.21,6044.49,2700.67,1409.42,6151.22,65374.9,4101.36,6395.06,3246.63,7676.74,3897.08,2900,17979.3,3916.4,3071.62,5681.69,4436.97,8043.22,3645.5,40165.6,15249.7,4202.39,5571.79,6286.46,7895.7,5302.43,2597,1463.4,1404.72,2060.89,1993.12,861.606,1129.56,3452.6,3276.75,4364.6,3530.66,1752.76,1369.18,808.893,888.865,4377.92,6240.58,2733.33,2872.07,1652.65,1807.63,1579.12,1682.64,2048.69,1308.86,4601.6,6408.9,3669.72
1825.37,1278.72,3424.66,782.59,3642.48,57741.2,7830.43,4745.66,3561.3,1336.22,1563.29,1449.36,4038.53,3178.89,50882.4,1824.6,4724.69,6468.97,9437.93,4983.13,2224.07,8745.16,4592.78,3494.55,5054.78,4855.05,3716.03,1108.54,21590.7,28543.5,1406.38,2343.37,5368.54,16717.3,2661.64,1423.58,2766.92,1739.93,2624.91,2282.94,960.148,1320.76,754.709,3207.6,7063.37,1805.07,1372.96,1203.14,898.879,1010.08,2807.6,8840.75,2045.22,2202.08,2891.84,1654.54,2379.57,766.746,1315.04,2403.23,6298.56,390.596,4344.38
1472.9,3515.5,1827.6,5129.19,3200.95,63226.6,2644.34,6635.18,3593.36,3351.07,1660.63,1545.06,5357.34,4824.68,64130.7,3335.21,4612.02,3631.92,3007.17,16462,1670.07,7330.14,4345.57,8464.52,3461.56,2867.09,2938.92,1623.11,12747.7,41606.5,1330.13,6200.73,8209.5,7896.88,1272.53,3941.17,1069.8,4314.62,2828.28,1851.2,1418.6,987.559,1024.54,8008.12,2428.79,2525.74,2083.5,1240.51,1130.49,934.974,2271.46,5799.87,5112.97,4793.57,1678.79,1444.69,2594.99,1158.62,1506.16,642.647,7725.79,681.085,836.757
6969.18,2335.17,1669.67,1768.14,2771.85,66961.7,2213.66,1658.31,4000.26,2566.03,1212.15,670.004,2820.55,3420.29,60692.1,4107.94,2642.48,3105.68,4880.03,9268.74,4342.31,12191.8,4110.7,3628.91,1840.01,3215.46,3367.01,6800.7,4100.5,45006.9,3148.19,2042.47,4815.49,11057,3104.11,1334.31,2006.35,3607.26,2138.21,998.547,1588.58,635.13,1507.71,4776.97,5900.23,1261.26,1188.17,2467.68,531.72,1182.73,1838.93,7618.97,6225.94,2337.42,2445.41,575.85,1893.16,489.011,1810.6,1166.23,5297.3,7941.07,2655.13
5516.81,2910.35,1837.54,4340.43,1895.1,54203.6,3798.03,4840.93,2631.89,1836.84,843.453,2302.12,1153.27,2824.76,46141.7,5432.13,8829.78,5308.1,3667.84,8703.66,7136.97,7317.66,3003.69,2868.69,3594.4,3047.03,5464.04,8272.4,2974.82,44264.1,1720.12,2194.59,5660.33,13552.7,1412.08,2966.48,1414.56,1059.74,1731.61,2191.68,897.707,927.476,1790.88,3634.14,5713.7,1260.83,1336.4,845.421,1011.37,482.511,1930,6113.03,6689.33,676.771,3546.23,1672.55,1601.68,952.245,794.303,1350.45,5261.15,2679.68,2575.72
3560.21,4411.21,1720.3,1321.86,1885.68,52445.8,1393.84,2134.38,5809.52,1632.72,928.184,993.594,1336.17,2133.6,45506.7,1567.79,5826.65,2729.29,4366.06,11380.2,5624.42,5578.75,5144.72,5812.94,2854.85,3280.41,3291.1,10388.3,3015.92,26141.7,3048.31,3064.39,2970.53,20505.8,1600.69,2202.36,1186.5,977.574,2627.8,1448.1,782.606,1499.03,752.775,3247.28,4506.37,1741.42,1317.61,621.659,343.371,522.636,1256.08,8379.44,1893.82,2158.72,922.382,2513.14,633.708,1148.94,474.943,3367.05,3130.97,3155.71,821.625
1890.13,2247.28,623.587,3364.49,2027.4,44758.9,10566.6,1661.79,4029.97,2172.44,565.397,2092.88,2972.65,5767.41,43587,1922.77,10528.4,2073.78,4781.76,6797.85,7893.99,3459.62,4828.99,2207.92,8390.04,3183.9,5025.46,5418.5,3856.52,32315.3,3375.61,1640.65,15653.2,6941.04,474.193,1926.51,2878.95,1059.03,3534.31,1226.15,856.148,1376.08,605.282,3615.97,6266.52,2912.12,1195.82,752.317,355.362,827.075,4403.18,3612.29,3070.19,3713.17,336.999,1971,1819.3,2520.39,2272.12,823.931,5654.74,1625.84,1649.21
4537.02,2842.01,1673.69,1762.24,3192.31,59029.3,7006.11,6840.23,7409.13,2585.67,1008.37,1095.45,2747.94,4269.22,57997.7,1757.24,5360.12,16618,1994.41,3927.41,14990.1,2824.74,4237.77,6124.38,3243.17,2923.74,9288.33,10653.9,7563.89,29808.1,327.938,8777.33,16694.6,8531.6,1937.97,1709.52,1486.68,3207.68,1255.64,1869.22,874.935,997.587,1555.63,3976.52,8223.28,3012.99,1311.11,1229.72,472.325,2027.64,1376.93,11706.7,3396.59,3202.96,398.837,1156.43,3908.83,2235.34,2505.39,756.422,5698.09,4079.23,1205.23
4160.2,2355.83,1797.13,1860.54,2422.08,60610.7,12061.8,3345.62,1692.15,535.388,1559.91,1330.43,3545.22,1931.35,62180.9,5333.04,1569.65,988.414,12462.3,3352.38,3645.02,6080.07,6854.69,9376.09,2551.26,2732.84,9781.13,4449.49,5359.14,43910.8,609.981,2962.22,11893.1,5474.64,2276.41,3057.91,1603.53,728.732,5957.46,1005.88,1234.99,486.47,1713.05,4195.88,3094.55,1227.45,2494.63,730.852,836.272,422.291,1993.23,3471.74,8822.39,1136.31,1158.14,1475.49,1079.03,1591.65,1713.75,2421.13,3339.08,5484.71,1522.34
1681.73,2810.26,1624.3,2988.52,2376.45,68259.1,2024.46,2769.4,1212.53,910.626,4153.94,1080.82,1063.62,3102.9,52697.3,1417.97,12967.5,2708.71,4760.82,8453.22,8752.46,2163.71,6219.61,8645.34,2569.71,6623.72,2990.36,7672.09,5636.49,30397.9,2423.56,1741.68,13237.6,15916.4,2728.4,1096.39,1371.42,323.005,3978.6,412.701,1057.38,2367.34,585.002,6377.93,2842.17,655.885,2057.25,710.259,991.081,1551.51,1413.59,6868.39,3184.73,1445.98,3318.88,821.26,1813.87,745.95,2338.63,3072.53,4825.88,1613.66,2233.14
1371.99,6939.89,2840.89,1263.85,5647.7,58035.7,635.387,3424.82,1720.98,3877.4,2651.05,1805.69,1595.27,2192.52,64325.7,2408.2,1108.53,8477.16,7310.51,1398.19,11862.2,6680.39,5702.79,2969.33,1736.1,6367.56,3706.73,889.389,13209,36081.1,704.878,2510.15,10142.2,8500.83,6359.28,1138.56,436.495,1522.85,4404.23,490.629,2701.27,834.771,957.411,6823.78,3139.93,474.203,591.469,1361.79,644.271,889.801,1943.56,5750.39,3637.88,2647.27,723.94,1152.22,2438.02,1772.2,1550.01,1987.42,3350.27,1787.64,1479.76
3143.7,4751.21,4751.31,2360.08,1980.77,66135.9,8429.31,3768.57,8480.34,1929.66,1584.38,1795.03,2477.58,4590.01,51620.1,11203,7870.8,4828.84,6374.19,3552.75,9202.34,11946.7,4742.44,1855.59,4796.78,5277.84,1842.19,5959.51,19954.9,35851.2,1481.04,3718.67,5609.49,15206.8,1164.1,2134.23,2086.36,1316.73,3831.1,2052.85,1118.35,796.695,822.451,9395.69,4627.56,707.675,1476.16,2170.55,523.951,537.055,5464.2,4879.5,3250.24,2802.69,1889.2,1773.35,2605.16,5444.3,842.008,1638.07,6435.52,2247.78,3779.45
3408.36,7096.46,1826.16,2417.46,3341.31,77087.5,7659.4,3561.45,4118.43,2994.77,6475.29,1742.64,2289.46,2888.94,64344.6,2460.76,15485.4,4052.75,3294.58,10488.5,8032.35,5971.42,5702.18,11688.3,2327.54,5792.81,2838.82,5742.14,28537,30711.6,8572.89,7257.13,10996.4,5177.65,5325.02,1234.83,544.334,1855.75,1416.77,1538.9,2203.41,1840.41,720.205,4478.7,9031.06,1294.7,1216.55,496.43,1698.86,501.087,1932.48,8211.19,6911.27,1282.94,1577.12,1301.87,1362.85,1852.87,396.487,2346.91,8194.64,1144.03,5454.84
3802.73,3927.29,2473.61,3839.43,2081.33,79129.2,5640.72,3497.81,1725.35,1007.04,1727.06,4454.89,3070.76,1887.94,79516.2,5658.1,5743.29,12226.1,3313.67,8984.19,10182.1,8896.33,1364.77,6167.78,2223.68,3049.11,12402.1,8904.75,14361.6,34731.4,2410.94,6598.9,2974.22,13512,1696.87,2374.37,2019.86,2742.57,2267.52,2742.36,1271.41,949.513,2852.17,4025.03,4552.71,2510.24,4205.07,1118.45,792.072,398.508,5129.85,5716.75,6457.49,1902.49,1633.92,2035.75,1681.74,1841.36,3837.19,1820.91,3036.82,5313.53,1606.99
